DOY2,HR2,FC_1_1_1,USTAR_1_1_1,LE_1_1_1,H_1_1_1,CO2_1_1_1,CO2_1_2_1,CO2_1_3_1,CO2_1_4_1,TA_1_1_1,TA_1_2_1,TA_1_3_1,TA_1_4_1,RH_1_1_1,RH_1_2_1,RH_1_3_1,RH_1_4_1,SW_IN_1_1_1,SW_OUT_1_1_1,NETRAD_1_1_1,LW_IN_1_1_1,LW_OUT_1_1_1,WS_1_2_1,WS_1_3_1,WS_2_1_1,NEE_1_1_1
2,9.5,0.36,0.2785,20.2,18.5,770.8,771.5,770.15,770.15,-3.34,-3.65,-3.12,-2.91,76.7,78.7,77.9,83.4,282.3,89.6,78.3,250.1,299.6,4.295,3.92,3.995,0.2
2,10.5,0.425,0.289,25.8,34.9,765.6,766.7,764.9,762.85,-2.32,-2.78,-1.91,-1.22,72,73.6,73,78.65,435.75,119.3,143.25,251.6,307.5,4.62,4.2,4.26,0.3
2,11.5,0.48,0.299,29.1,46.6,759.3,759.95,758,756.6,-0.98,-1.3,-0.55,0.13,68.05,69.95,68.85,76.2,548.3,137.8,197.9,254,313.65,4.9,4.49,4.55,0.4
2,12.5,0.535,0.308,30.65,55.1,755.2,756.1,753.7,751.75,-0.235,-0.365,0.225,0.62,64.35,66.8,66.65,73.7,590.1,143.95,222.6,256.6,317.1,5.06,4.59,4.715,0.5
2,13.5,0.6,0.307,31.35,48.9,753.3,754,752,750.3,0.415,0.19,0.91,1.15,63.4,64.9,64.55,72.2,574.05,138.4,211.65,257.75,319.45,5.08,4.59,4.655,0.5
2,14.5,0.5,0.312,27.9,35.9,751.7,752.3,750.4,750.3,0.655,0.53,1.165,1.285,61.55,63.8,63.65,71.2,474.9,119.9,168.7,259.35,318.4,5.13,4.71,4.775,0.5
2,15.5,0.48,0.303,23.8,21.6,751.2,751.8,750.2,750.7,0.895,0.775,1.27,1.23,62.25,64.55,64.15,71.45,342.2,89.4,109.5,258.05,315.3,5.05,4.52,4.645,0.5
2,16.5,0.425,0.28,14.25,2.1,751.8,752.1,751.3,753.25,0.835,0.48,0.915,0.74,63.95,65.9,66.1,73.2,175.9,53.85,33,253.75,310.4,4.53,4.02,4.15,0.41
2,17.5,0.26,0.212,5.3,-8.3,754.5,756.1,756.8,760.8,0.215,-0.2,0.095,-0.26,67.7,69.65,70.3,78.5,35.45,14.5,-25.8,253.05,304.45,3.74,3.23,3.365,0.4
2,18.5,0.195,0.185,1.3,-8.8,759.3,761.15,765.6,772.15,-0.66,-1.11,-1.27,-2.255,71.5,74.5,76.3,84.4,0,0.4,-47.5,251.2,296.05,3.28,2.85,2.855,0.3
2,19.5,0.19,0.172,1.2,-7.95,762.6,765.45,770.2,774.55,-1.34,-1.92,-2.18,-3.34,74.8,78,79.6,87,0,0.2,-43.55,250.6,293.05,3.16,2.65,2.715,0.3
2,20.5,0.225,0.179,1.1,-7.5,766,768.3,772.35,776.1,-1.795,-2.33,-2.825,-3.79,76.5,79.8,81.2,88.3,0,0.3,-41,246.1,290.35,3.17,2.77,2.8,0.3
2,21.5,0.23,0.179,1.15,-7.3,768.7,771.35,774.7,777.4,-2.26,-2.89,-3.47,-4.305,78.1,80.7,82.2,89.1,0,0.3,-39.7,245.2,288.55,3.18,2.7,2.79,0.3
2,22.5,0.24,0.191,1.45,-6.7,770.6,773.2,776.65,780.9,-2.89,-3.315,-3.875,-4.485,79.2,81.45,83.4,89.55,0,0.3,-38.9,245.95,287.5,3.085,2.69,2.745,0.3
2,23.5,0.245,0.179,1.3,-7.4,772.05,774.55,777.4,782.2,-3.175,-3.855,-4.13,-4.92,79.3,82.5,83.7,89.55,0,0.3,-38.9,246.2,286.5,3.12,2.605,2.7,0.295
3,0.5,0.43,0.206,1.6,-11.3,756.35,757.35,761.9,765.4,2.1,1.37,0.685,0,79.1,81.8,83.4,90.3,0,0.3,-42.5,272.9,308.75,3.32,2.73,2.8,0.44
3,1.5,0.45,0.202,1.1,-10.15,759.4,761.1,764,768.1,1.66,0.74,0.57,-0.3,80.45,83.35,84.65,91.3,0,0.3,-42.25,270.25,306.45,3.415,2.875,3.02,0.4
3,2.5,0.44,0.1965,1.6,-9.65,759.85,763.3,766.65,769.7,1.32,0.46,0.32,-0.51,82.4,84.6,85.65,91.95,0,0.2,-40.15,271.35,305.5,3.29,2.72,2.835,0.415
3,3.5,0.42,0.197,1.3,-8.6,760.75,763.4,765.8,769.45,0.92,0.32,0.015,-0.76,83.3,85.8,86.45,92.3,0,0.3,-38.7,271.3,304.35,3.35,2.82,2.87,0.47
3,4.5,0.42,0.206,1.6,-8.5,763.3,764.55,766,769.4,0.555,0.19,-0.13,-0.92,83.9,87,87.35,93.1,0,0.3,-37.8,275.9,303.95,3.37,2.825,2.955,0.4
3,5.5,0.45,0.213,1.35,-8.4,763.1,764.9,767.4,769.65,0.455,0.01,-0.205,-0.93,84.9,88.2,87.6,93.3,0,0.3,-35.3,275.2,304,3.39,2.845,2.965,0.44
3,6.5,0.43,0.215,2.9,-7.3,764.2,766.4,768,770.3,0.24,-0.21,-0.305,-0.99,85.75,88.4,88.45,93.3,4.25,1.9,-26.1,276.05,304.55,3.395,2.81,2.915,0.4
3,7.5,0.54,0.234,12.9,1.6,763.5,763.75,763.15,764,0.71,0.34,0.68,0.47,84.2,86.6,86,91.1,77.5,21.4,16.9,275.65,310.75,3.76,3.14,3.42,0.5
3,8.5,0.69,0.306,29.1,28.75,754.9,755.8,754.6,754.2,2.21,2.03,2.54,2.66,78.4,80.4,79.1,83.4,231.5,51,106.2,274.85,325,4.56,4.02,4.195,0.6
3,9.5,0.73,0.343,39.95,66.8,746.8,747.65,745.25,743.9,3.74,3.58,4.4,5.14,71.5,73,71.4,75.1,410.4,78.8,219.1,279.05,341.85,5.27,4.675,4.795,0.6
3,10.5,0.84,0.3705,42.8,108.95,740.85,741.6,739.7,737.95,5.03,4.915,5.83,6.88,65.4,66.35,65.3,67.55,547.2,100.55,319,283.85,356.8,5.57,4.91,5.15,0.7
3,11.5,0.9,0.3905,50.1,148.95,735.4,735.2,733.3,730.1,6.44,6.26,7.2,8.73,59.3,60.8,58.7,59.7,657.45,115.1,394.1,288.45,372.05,5.84,5.21,5.335,0.8
3,12.5,0.96,0.396,52.75,166.85,731.3,731.2,729.2,725.35,7.58,7.465,8.42,10.375,54.5,55.35,53.7,55.5,684.4,122.2,415.2,290.9,380.3,5.83,5.25,5.335,0.9
3,13.5,0.98,0.405,51.5,150.6,727.6,728.1,726,722,8.9,8.675,9.81,11.12,51.1,51.9,51.5,52.1,644.5,116,389.25,293.55,385.3,5.995,5.39,5.46,0.9
3,14.5,0.97,0.4005,47.5,118.9,725.5,725.6,723.7,720.5,9.2,9.225,10.16,11.425,48.8,50.55,49,49.8,560.9,98.9,330.35,296.55,381.65,5.95,5.315,5.43,0.9
3,15.5,0.93,0.395,41.1,77.35,724.15,724.5,723.2,720.65,9.555,9.535,10.525,11.28,48.3,49,48,49.8,427.35,77.5,232.7,295.4,374.4,5.95,5.31,5.475,0.9
3,16.5,0.79,0.368,30.4,30.3,725,724.9,723.7,722.95,9.415,9.26,9.995,10.375,49.8,50.9,49.75,53,271.2,50.9,115.2,294.15,362.85,5.54,4.9,5.045,0.8
3,17.5,0.59,0.316,15.2,-1.9,727.45,728,727.65,728.65,8.675,8.33,8.805,8.515,53,54.35,53.85,58.6,104.1,23.25,11,291.6,346,4.865,4.225,4.41,0.6
3,18.5,0.38,0.222,3.3,-10.55,732.4,734.35,737.7,744.95,6.97,6.43,5.865,4.65,59.2,61.25,63.4,71.5,6.75,2.3,-47.4,289.7,327.6,3.76,3.15,3.27,0.58
3,19.5,0.41,0.195,1.75,-12,739.05,742.15,749.2,756.1,5.615,4.97,4.16,2.44,64.15,67.45,71,80.5,0,0.2,-48.3,287.65,318.5,3.5,2.845,3.01,0.5
3,20.5,0.46,0.201,1.8,-11.8,744,748.6,752.8,758.25,4.68,3.93,3.23,1.77,68.35,71.65,75.3,83.6,0,0.3,-46.1,284.4,315.5,3.57,2.84,3.025,0.5
3,21.5,0.48,0.212,1.8,-12.7,748.3,752.4,754.55,759.1,3.89,3.25,2.54,1.12,71.5,75.2,78.4,86.05,0,0.3,-46.2,277.4,313.45,3.405,2.87,2.96,0.5
3,22.5,0.45,0.214,1.9,-12,751.75,754.3,757.5,761.9,3.545,2.81,2.04,0.715,74.55,77.55,80.1,87.65,0,0.3,-45.5,277.75,311.3,3.54,2.895,2.995,0.5
3,23.5,0.45,0.204,1.8,-12.1,754,756.5,759.8,763.3,2.725,2.24,1.39,0.33,76.7,79.55,81.6,89.1,0,0.4,-42.95,275.95,310.35,3.47,2.83,2.935,0.5
4,0.5,0.695,0.211,2,-12.3,740.4,741.9,748.4,752.4,8.54,7.815,7.36,6.32,72.4,75.6,78,85.2,0,0.4,-47.2,300.25,338.15,3.47,2.88,2.965,0.7
4,1.5,0.72,0.22,1.9,-12.7,741.95,745.8,750.7,754.4,8.04,7.31,6.74,5.79,74.4,77.95,80.4,86.6,0,0.4,-46.6,297.7,335.5,3.49,2.91,3.015,0.8
4,2.5,0.7,0.215,2.4,-12.05,744.35,747.95,751.7,754.95,7.46,7.08,6.625,5.43,77.1,80.75,82.6,88,0,0.4,-43.85,297.6,334.5,3.38,2.84,2.895,0.7
4,3.5,0.71,0.214,2.05,-11.7,746.95,748.9,751,755.1,7.18,6.67,6.11,5.11,78.9,81.7,83.7,89.65,0,0.4,-42.8,298.8,334.35,3.49,2.89,2.97,0.775
4,4.5,0.7,0.218,1.45,-12.1,747.25,749.85,753.3,756.8,6.73,6.2,5.825,5.065,80.6,83.65,85.7,90.5,0,0.4,-41.9,296.45,331.8,3.36,2.87,2.93,0.76
4,5.5,0.72,0.218,2.2,-10.7,749.75,753.1,755.2,758.7,6.19,5.77,5.48,4.89,81.5,85,86.3,91.3,1,1.1,-38.1,297.65,331.7,3.32,2.8,2.835,0.8
4,6.5,0.68,0.221,12.3,-4.2,747.85,749.55,751.3,753.2,6.64,6.28,6.47,6.11,81.3,84.3,84.65,89.65,52.3,12.95,2.5,297.35,339.15,3.55,3.04,3.17,0.7
4,7.5,0.835,0.299,35.65,21.6,739.95,739.4,739.2,739.45,8.205,7.97,8.51,8.805,77.2,78.8,77.65,81.4,200.3,39.4,90.85,301.55,353.65,4.545,4.03,4.16,0.63
4,8.5,0.84,0.356,44.4,76.2,729.7,729.5,728.4,728.3,10.12,9.87,10.52,10.96,68.35,69.75,67.7,69,373.4,68.8,220.3,303.85,369.65,5.44,4.78,4.985,0.7
4,9.5,0.87,0.4025,52,136.2,721.3,721.7,719.45,717.7,11.6,11.54,12.365,13.325,60.2,60.7,58.6,57.45,553.45,94.4,340.25,307.9,389.3,6.04,5.405,5.545,0.7
4,10.5,0.92,0.432,57.8,198.6,715.3,715.3,713.25,711.4,13,13,13.95,15.13,52.8,53.8,50.95,48.3,684.7,116.6,441.8,312.85,407.1,6.18,5.46,5.745,0.8
4,11.5,0.99,0.422,59.75,242.25,712.1,712.4,709.5,705.75,13.88,13.9,15.175,17.02,48.5,48.7,45.5,42.3,763,131.95,486.2,319.1,422.45,6.185,5.69,5.74,0.9
4,12.5,1.05,0.43,61.4,260.7,708.6,708.6,705,700.7,15.12,15.075,16.485,18.47,44.3,44.3,41.6,38.7,810.4,137.65,514.35,322.45,431.1,6.27,5.685,5.785,1
4,13.5,1.03,0.4225,59.15,245.75,704.9,705.1,702,698,15.89,15.86,17.24,19.41,40.6,40.1,37.8,35.1,771.7,131.5,475.2,323.8,439.5,6.34,5.745,5.885,1
4,14.5,1.03,0.4265,54.5,209.4,702.9,702.45,700.1,696.5,16.57,16.645,17.8,20.005,38.2,38.4,36.4,33.7,663.3,114.85,408.6,324,435,6.4,5.83,5.89,1
4,15.5,0.96,0.419,45.45,145.9,701.5,701.4,699.05,696.5,16.65,16.55,17.64,19.27,37.5,38.6,36.4,35.5,508.9,89.6,308.6,323.65,424.8,6.305,5.72,5.85,0.95
4,16.5,0.87,0.404,35.95,80.3,701.55,701.95,700.65,699.05,16.65,16.47,17.42,18.42,38.5,39.1,37.7,37.55,350.4,63.6,185.15,323.6,409.65,6.125,5.47,5.62,0.9
4,17.5,0.76,0.354,25.6,17.3,702.4,703.1,701.9,703.2,16.13,15.81,16.28,16.69,40.6,41.5,40.8,41.9,182.85,35.6,57.25,316.6,390.9,5.54,4.98,5.095,0.8
4,18.5,0.57,0.288,10.2,-11.1,708.5,709.1,711.75,716.2,14.45,13.94,13.9,13.52,46.2,47.9,48.3,51.5,39.3,8.8,-31,312.5,370.3,4.49,3.885,4.01,0.7
4,19.5,0.61,0.233,3.2,-15.6,717.7,720.85,728,733.9,12.48,11.83,11.185,10.05,52.7,55.3,59.2,65.8,0,0.6,-56.9,307.6,355.2,3.67,3.07,3.175,0.9
4,20.5,0.75,0.2255,2.55,-15.7,723.7,728.8,737.2,740.6,11.37,10.65,9.89,8.705,57.6,61.6,65.7,73.6,0,0.5,-53.3,304.7,348.55,3.52,2.91,3,0.9
4,21.5,0.785,0.23,3.75,-15.95,728.9,735.1,739.5,743.9,10.555,9.88,9.17,8.12,63.1,66.65,69,77.5,0,0.5,-50.2,306.3,345.6,3.54,2.94,3.07,0.9
4,22.5,0.75,0.2205,3.9,-13.45,734.2,737.1,741.75,744.9,9.885,9.22,8.525,7.64,66.35,69.75,72,80.3,0,0.5,-50.55,304.8,343.1,3.69,3.015,3.19,0.8
4,23.5,0.73,0.2245,3.3,-14.5,736.8,739.9,743.9,746.7,9.28,8.595,7.925,7.13,69.7,73.1,76.2,83.3,0,0.5,-48.6,302.4,341.05,3.545,2.925,3.065,0.8
5,0.5,1.17,0.18,2.5,-10.6,729.3,731.7,741,743.4,13.89,13.33,12.8,12.03,76.7,79.8,82.3,88.35,0,0.7,-44.7,330.95,368.55,3.09,2.57,2.575,1.2
5,1.5,1.22,0.1755,2.5,-10.5,733.1,736.95,742.45,744.9,13.495,12.97,12.34,11.74,79.6,82.5,84.35,89.85,0,0.7,-42.3,329.95,366.5,2.98,2.485,2.45,1.3
5,2.5,1.24,0.1855,3,-10.8,737.25,740.1,746.15,748.9,13.065,12.485,12.08,11.45,82.1,83.85,86.1,91.3,0,0.7,-43.2,332.5,365.1,2.97,2.49,2.49,1.3
5,3.5,1.235,0.1815,2.25,-9.55,740.9,743.6,747.5,751.2,12.575,12.185,11.99,11.17,83.4,85.15,87.4,92.45,0,0.7,-39.45,331.45,364.5,2.99,2.545,2.57,1.2
5,4.5,1.3,0.171,2.05,-9.8,742.9,745,749,753.1,12.34,11.93,11.67,10.94,84.9,86.75,89.05,93.4,0,0.7,-36.35,331.05,362.75,2.89,2.48,2.49,1.3
5,5.5,1.33,0.187,7.2,-7.8,743.4,744.1,748.7,751.3,12.195,11.81,11.835,11.35,85.2,86.9,88.5,93.5,21.7,5.8,-17.55,330.75,364.8,3.08,2.67,2.675,1.3
5,6.5,1.22,0.232,31.9,6.4,735.8,734,736.3,737.8,12.86,12.61,12.99,12.86,82.9,83.9,84,88.45,139.5,27.8,47.35,331.9,374.7,3.61,3.15,3.29,1
5,7.5,1.225,0.292,54.05,41.9,720.6,720,720.25,720.65,14.63,14.48,14.95,15.15,76,77.35,76.05,79.6,309.4,54.5,171.4,332.4,390.7,4.34,3.9,4.055,0.9
5,8.5,1.17,0.334,63.1,98.5,707.55,707.3,707.1,705.9,16.21,16,16.68,17.1,68,69.7,67.5,69.2,461.2,80.7,288.1,339.25,407.6,4.915,4.43,4.54,1
5,9.5,1.27,0.354,74.45,158.9,698.9,698.6,697.5,695,17.55,17.45,18.365,19.25,61.8,61.6,58.8,58.75,630.35,106.4,410.45,345.4,426.9,5.18,4.73,4.845,1.1
5,10.5,1.37,0.361,79.75,209.3,693.9,693.85,691.75,688.8,18.78,18.71,19.805,21.25,55.95,56.2,53.45,52.4,760.3,129.5,490.8,350.3,445.9,5.39,4.95,5.015,1.2
5,11.5,1.46,0.3895,81.8,242.45,688.75,689.1,686.65,684.4,19.77,19.91,21.215,22.76,51.8,51.1,48.3,46.85,806.2,139,535.6,355.6,461.2,5.69,5.16,5.255,1.335
5,12.5,1.48,0.393,84.2,261.3,684.9,684.15,681.8,678.8,20.77,20.82,22.15,23.93,48,47.7,44.7,42.1,814.9,142.9,542.2,359.4,469.6,5.75,5.24,5.36,1.4
5,13.5,1.59,0.3875,82.4,240,682.4,682.1,679.45,676.6,21.44,21.42,22.62,24.42,45.6,45.5,42.15,39.6,762.15,131.55,497.65,361,470.6,5.72,5.17,5.35,1.5
5,14.5,1.5,0.386,72.7,217.4,680.25,679.3,678.3,675.5,21.99,21.84,22.99,24.9,43.8,43.4,40.8,39.1,684.2,119.4,446.3,360,466.9,5.69,5.215,5.285,1.5
5,15.5,1.5,0.382,64.7,165.9,679.1,679.05,677.4,675.15,22.12,22.005,22.93,24.61,42.9,42.9,40.8,39.6,573.3,98.6,354.7,357.8,459.9,5.77,5.145,5.185,1.5
5,16.5,1.4,0.3715,57.1,107.5,678.65,678.5,676.6,675.5,21.91,21.825,22.575,23.785,42.6,42.5,41.2,40.9,424.1,73.55,243.8,355.3,446.1,5.62,5.005,5.135,1.4
5,17.5,1.335,0.345,41.85,46.65,679.2,679,677.8,678.2,21.36,20.995,21.6,22.18,44.4,45.1,43.75,45.05,257.3,45.7,111.35,352.7,427.4,5.33,4.7,4.88,1.4
5,18.5,1.115,0.281,22.65,-0.3,683.25,684.55,684.4,685.8,20.24,19.93,20.17,20.205,48.65,50,50.55,52.95,98.9,20.1,3.2,348.7,408.9,4.37,3.915,3.955,1.2
5,19.5,1.03,0.1945,5.7,-12.3,694,697.15,702.4,710.1,18.64,18.08,17.915,17.25,55.55,57.85,61.4,66.1,7.7,2.5,-50,342.9,393.1,3.4,2.92,3.02,1.3
5,20.5,1.23,0.169,4.25,-13.5,706.5,712.5,723.15,727.5,17.15,16.565,16.015,15.07,61.7,64.6,68.2,75,0,0.5,-51.8,339.75,381.75,3.11,2.57,2.68,1.5
5,21.5,1.335,0.1765,4.2,-13.9,715.85,720.45,731.3,735.1,16.24,15.56,15.17,14.17,66.25,69.1,73,80.4,0,0.6,-48.4,337.45,378.45,3.13,2.575,2.66,1.5
5,22.5,1.26,0.173,3.1,-12.6,722.2,727.3,734.8,736.4,15.47,14.94,14.375,13.38,71.3,73.8,77.2,83.4,0,0.6,-47,333.3,374.6,3.03,2.52,2.54,1.4
5,23.5,1.29,0.173,3.45,-11.9,727.1,730.35,737.4,740.95,14.81,14.275,13.625,12.785,74.6,77.7,80.9,86.6,0,0.65,-46.6,333.8,371.65,2.975,2.435,2.495,1.3
6,0.5,2.56,0.179,4,-13.3,716.8,719.5,725.2,727.7,19.73,19.11,18.685,18.09,79.75,82.85,85.2,90.6,0,0.8,-48.9,361.75,402.5,2.6,2.09,2.1,2.6
6,1.5,2.71,0.166,4.3,-11.9,722.8,723.2,730.6,735.3,19.16,18.5,18.315,17.775,81.6,84.5,86.6,91.4,0,0.8,-48.3,360.8,400.2,2.56,2.06,2.07,2.7
6,2.5,2.67,0.161,3.4,-10.7,725.3,727.8,734.25,739.5,18.67,18.2,17.87,17.39,83.1,86.5,87.9,92.3,0,0.8,-46.2,361.95,398.8,2.5,1.98,2.01,2.8
6,3.5,2.7,0.16,3.05,-9.9,731.15,733.45,740,744.95,18.325,17.67,17.45,16.985,85.6,88.2,89.4,93.65,0,0.85,-42.9,361.05,396.5,2.43,2,2.02,2.8
6,4.5,2.57,0.154,2.6,-9.25,734.15,736.3,746.2,747.7,17.935,17.395,17.155,16.76,86.8,89.1,90.3,94.4,0.3,1,-41.5,362.4,394.8,2.4,1.91,1.95,2.6
6,5.5,1.845,0.164,12.1,-6.75,734.8,732.1,739,742.15,17.925,17.57,17.48,17.23,87.4,89.5,90,94,42.65,10.6,-14.7,362.2,398.3,2.49,2.04,2.09,1.6
6,6.5,0.73,0.227,46.35,6.4,718.3,717,718.9,720.9,19.195,18.98,19.32,19.175,83.5,85,84.7,88.55,168.5,33,74.35,360.65,409.6,2.92,2.5,2.58,0.3
