DOY2,HR2,USTAR_1_1_1,TA_1_1_1,WS_1_1_1,FC_1_1_1,H_1_1_1,LE_1_1_1,TS_1,RH_1_1_1,CO2_1_1_1,PPFD_IN_1_1_1,H2O_1_1_1,T_SONIC_1_1_1,VPD_1_1_1,TA_1_1_2,PPFD_OUT_2_1_1,PPFD_IN_2_1_1,PPFD_IN_2_3_1,NETRAD_2_1_1,SW_OUT_2_1_1,SW_IN_2_1_1,LW_OUT_2_1_1,LW_IN_2_1_1,TA_2_2_1,RH_2_2_1,TA_2_3_1,RH_2_3_1,TA_2_4_1,WS_2_1_1,CO2_2_1_1,H2O_2_1_1,WS_2_2_1,USTAR_2_1_1,H_2_1_1,LE_2_1_1,FC_2_1_1,T_SONIC_2_1_1,TA_2_1_1,RH_2_1_1,VPD_2_1_1,PPFD_IN_2_2_1,PA_2_1_1,TA_2_1_2,SC_2_1_1,CO2_3_1_1,CO2_3_2_1,CO2_3_3_1,CO2_3_4_1,CO2_3_5_1,CO2_3_6_1,CO2_3_7_1,CO2_3_8_1
1,5.25,0.59,-1.7,2.55,0.40342,-9.1275,0.7,3,96.9,406,0,4.4,-0.9,1,-0.2,0,0,0,-4.6,1.1075,-0.4,310,298,-0.9925,95.325,-1.2175,98.475,0.90925,3.2975,429.7,4.895,3.085,0.702475,-7.77175,0.531675,0.6885,-2.3,-1.025,97.075,0.79843,0,97.285,0.825,0.3,436.1,435.6,435.75,436,437.3,440.2,440.5,441.3
1,5.75,0.582325,-1.8,2.505,0.5,-10.0975,0.7034125,3,96.525,405.9,0,4.4,-1.025,1,-0.4,0,0,0,-4.4,1.09,-0.4925,310,298.15,-0.92,95.425,-1.1725,98.4,0.9,3.4,429.85,4.9775,3.17,0.709975,-10.22,0.6104,0.6997,-2.35,-1.025,96.075,0.7797575,0,97.275,0.85,0.2,436.2,435.9,435.75,436.05,437.2,441.4,439.9,442.8
1,6.25,0.5925,-1.783,2.57,0.5,-13.3875,0.6,2.925,97.475,405.6,0,4.4,-1.05,1,-0.3,0,0,0,-3.4,1.1,-0.5025,310,298.85,-1.0625,96.125,-1.245,98.3,0.9,3.4575,430,4.8575,3.13,0.681875,-9.714,0.707975,0.7207,-2.1,-1.125,97.325,0.7646675,0,97.27,0.875,0.2,435.7,435.6,435.4,435.8,436.25,440,440.4,442.2
1,6.75,0.59,-1.8,2.57,0.5,-11.1695,0.7,3,97.6,405.7,0.16275,4.42,-1.25,1,-0.2,0,0.3,0,-3.5,1.1075,-0.4,310,298,-1.0625,95.525,-1.285,98.375,0.90525,3.49,430.1,4.895,3.21,0.70425,-8.60825,0.611,0.70305,-2.1,-1.1,96.525,0.740975,0.1,97.295,0.85,0.3,436.3,436,435.2,435.35,436.7,440.1,439.6,442.5
1,7.25,0.59,-1.875,2.62,0.5,-8.7124,0.5,2.925,97.25,405.7,15,4.5,-0.925,1,-0.147,1,13.575,1.7,-1.85,2.925,6.875,310,297.975,-1.0825,95.725,-1.205,98.5,0.844,3.5625,429.7,4.9175,3.26,0.71875,-6.0105,0.696075,0.66245,-2.2,-1.125,97.4,0.77755,6.3,97.3375,0.9,0.2,436.9,436.3,436,436.55,437.05,439.5,439.8,442.6
1,7.75,0.6175,-1.72,2.635,0.5,-3.2975,1.7,3,95.85,405.6,79,4.5,-1.2,1,0,7.8,79.25,7.4,5,10.975,52.85,310,297.8,-0.9,95.825,-1.125,98.475,0.885,3.5275,429.6,4.955,3.15,0.7233,1.416,2.04675,0.725575,-2.2,-1.025,96.8,0.81075,26.475,97.37,0.9,0.2,437.2,436.6,436.75,436.55,437.45,438.7,441,442
1,8.25,0.65,-1.59725,2.7,0.4,14.05,3.33575,3,95.975,405.6,194.5,4.5,-1.1,1,0.2,15.9,205.425,15.6,31.35,19.35,120.99,312,298.75,-0.73,95.9,-1.095,98.775,0.9935,3.495,429.9,5.04,3.17,0.7447,26.4,3.813,0.7919,-1.9,-0.925,96.2,0.8744,51.175,97.39,1.075,0.1,436.9,436.9,436.55,436.8,437.2,439.9,441.2,440.3
1,8.75,0.69,-1.3,2.78,0.4,44.838,5.15,3,95.425,406.2,328.5,4.5,-0.7,1.0325,0.4,23.4,337.725,21.6375,80.7,28,194.625,313,299.75,-0.56,95.75,-0.8,98.1,1.00875,3.5625,429.65,5.06,3.275,0.7701,66.7,7.75925,0.85665,-1.8,-0.8,95.9,0.95775,74.45,97.4225,1.4,0.09,436.8,436.6,436.45,436.4,436.5,438.7,439.8,440.6
1,9.25,0.74,-0.93975,2.8675,0.4,81.545,7.8,2.9,95.2,405.7,475.3,4.54,-0.3,1.33325,0.75,30.7,472.45,29.2575,140,35.35,265.625,314,300.375,-0.4275,94.925,-0.7,96.9,1.22275,3.7025,429.6,5.075,3.4525,0.804,104.95,10.55,0.8771,-1.4,-0.5,95.65,1.10975,107.36,97.445,1.95,0.0325,436.8,436.5,436.3,436.15,436.5,438,438.2,438.2
1,9.75,0.79,-0.485,2.92,0.4,122.7,11.125,2.9,95.3,405.35,602,4.6,0.225,1.805,1.2,35.1,585.325,41.9,195.55,39.785,328.5,315,300.935,-0.19275,94.4,-0.4825,96.6,1.3,3.8,429.4,5.08,3.355,0.82625,151.625,12.13,0.93885,-1.15,-0.225,94.775,1.280875,151.45,97.46,2.025,0.0925,436.4,436.3,435.6,435.9,435.95,437,437.15,438.4
1,10.25,0.81,-0.15,3.0325,0.4,149.075,15.45,2.9,93.775,405.7,718.75,4.6,0.675,2,1.5,38.2,685.25,43.675,240.375,44.15,379.675,316.45,297.375,0.0925,94.325,-0.17,95.475,1.46,3.79,429.75,5.17,3.395,0.84975,179.95,17.23,0.89515,-0.55,-0.025,94,1.44655,210.875,97.43,2.3,0.04,434.9,434.9,435.15,435.15,435.8,436.6,436.2,437.6
1,10.75,0.825,0.325,2.97,0.4,170.385,18.4,2.9,92.65,404.75,787.75,4.6,0.875,2,1.655,40.75,760.725,62,277.3,47,421.75,318,302,0.419,94,0.1,94.975,1.7,3.865,429.5,5.09,3.5575,0.84925,196.75,16.6425,0.8136,-0.3,0.1525,92,1.628875,247.5,97.39,2.925,0.1,435.9,435.225,434.75,435,435.55,437.1,436.4,437.2
1,11.25,0.835,0.58,2.98,0.315,185.6,19.8,2.9,91.325,405.1,831,4.52,1.3,2,1.9,41.225,828.5,64.63,303.6,48.175,448,320,303.23,0.8,92.25,0.4075,95,1.93,3.875,429.65,5.16,3.56,0.87045,213,20.4575,0.78275,0.1,0.43,90.375,1.79225,476.3975,97.325,3.7,0.1,435.4,435.3,434.3,434.75,435.6,436.35,435.95,437.625
1,11.75,0.84,0.8,3.04,0.295,191.6,20.175,3,89.65,405,882,4.6,1.9,2.0525,2.2,41.425,839.5,70,309.475,49.69,458.25,320.18,302.75,0.9,91.225,0.5,92.7,2,3.91,429.65,5.15,3.585,0.9113,222.3,23.21,0.7693,0.3,0.675,90.275,1.957675,519.025,97.3,3.975,0.2,434.8,434.85,434.6,434.275,434.4,436.6,435.95,437.9
1,12.25,0.855,1.13,3.0225,0.29,190.6475,22.6,2.9,88.9,404.2,680.5,4.5975,2.325,2.37725,2.3,37.7,826.25,68.975,306.7,46.6,444.75,321.2175,303,1.1175,89.225,0.9,92.275,2.275,3.9875,429.3,5.1825,3.67,0.91725,211.2,20.97,0.6574,0.5,0.8,88.325,2.07675,281.025,97.28,4.25,0.1,434.2,434.2,433.95,434,434.05,436.2,436,438
1,12.75,0.8675,1.58,3,0.3,191.945,23.25,2.9,87.425,404.2,693.5,4.7,2.6,2.7845,2.425,35.65,818,78,301,46.435,445.75,321.015,301,1.1375,88.05,0.9375,91.125,2.3,4,429.35,5.085,3.6775,0.94105,210.1,21.925,0.60865,0.575,0.9,88.5,2.1237,191.75,97.22,3.925,0.2,433.95,433.7,433.6,433.675,433.65,434.5,434.8,436.725
1,13.25,0.85,1.675,3.0125,0.3,176.95,23.2,3,86.05,404.25,756.5,4.65,2.6,2.935,2.5175,32,741.725,66.3,266.225,42.0025,406.4275,322,299.7425,1.3125,87.225,1.1,90.625,2.4075,4,429.2,5.09,3.67,0.9288,186.6,21.08,0.5926,0.9,1,87.35,2.2462,171.75,97.19,4.125,0.0625,434.8,434.3,433.35,433.3,434,434.625,434.525,435.75
1,13.75,0.8325,1.633,2.98,0.2,147.1275,20.575,3,85.6,403.8,673.5,4.67,2.575,3,2.5,28.075,667.825,49.1925,227.15,37.575,357.6675,322,299.48,1.2925,87.65,1.1,89.9,2.4,3.8375,429.4,5.11,3.62,0.901475,163.4,21.17,0.687225,0.9,1.1,86.9,2.31105,150.95,97.165,4.15,0.1,434.2,433.85,433.45,433.55,433.725,435.2,434.425,436.15
1,14.25,0.85,1.698,2.97,0.2,122.99,19.1,3,83.925,404.375,582.5,4.735,2.8,3,2.7,24.325,555,42.25,175.4,32.4,300.3675,321.315,302.025,1.215,87.5,1.02,89.8,2.375,3.965,429.3,5.0625,3.6875,0.90555,141.725,18.3,0.5753,0.8,1.175,86.6,2.332,130.975,97.15,3.925,0.325,434.4,433.55,433.475,433.1,433.55,434.525,435.15,436.6
1,14.75,0.8118,1.3,2.945,0.2,91.425,17.025,2.9,85.1,404.85,462,4.7,3,3,2.4,19.7,437.625,29.6,118.65,25.475,233.5,321,303,1.2725,88.725,1.06,90.125,2.2,3.96,429.075,5.1,3.67,0.887,101.75,16.6925,0.630075,0.9,1.145,87.85,2.333675,106.5,97.1675,3.875,0.3,434.6,434.1,433.55,433.75,434.45,435.5,435,437.6
1,15.25,0.79,1.5275,2.9075,0.20306,53.445,13.85,2.9,85.825,404.8,322.05,4.775,2.8,3,2.1,14.1,312.575,21.1,63.65,18.1825,168.9125,320,298.97,1.21,88.55,0.87,90.125,2,3.7575,429.4,5.05,3.5125,0.8839,57.715,14.6,0.653475,0.7,1.0975,87.475,2.2789,74.35,97.195,3.825,0.4,434,433.4,433.7,433.7,435,437.2,437,437.9
1,15.75,0.77,1.4,2.8475,0.2875,20.3325,10.3,2.9,86.925,404.8,195.05,4.8,2.8,2.9085,1.856,7.75,173.7,13.49,19.84,10.6,96.9,319,298.75,0.9775,89.35,0.7125,91,1.9,3.7325,428.9,5.06,3.56,0.8674,29.96,11.655,0.599925,0.7,0.815,88.1,2.241,49.05,97.205,3.65,0.5,433.9,433.8,433.6,433.55,434.8,436.3,436.9,439.5
1,16.25,0.7225,0.725,2.68,0.207355,-3.23,6.9,3,88.45,404.9,75.5,4.775,2.65,2.557,1.6,2.975,64.85,6.6,0.35,4.3,35.8975,317,299.225,0.7,89.6,0.48,91.3,1.7765,3.6375,429.075,5.02,3.4925,0.85495,4.13925,7.95875,0.61385,0.4,0.4975,88.7,2.15,25.375,97.19,3.375,0.4,435.2,435.2,434.35,434.1,435.35,436.4,436.9,439.6
1,16.75,0.68,0.1,2.62,0.3175,-9.356725,4.5,2.9,90.75,404.6,16,4.875,2.175,2.11,1.3,0.5,12.05,1.4,-6.15,1.58,3.73,316.52,298,0.3925,91.725,0.1875,92.5,1.565,3.595,429.6,5,3.3,0.822875,-4.007,5.441,0.6536,0.15,0.3,89.775,2.010275,5.4,97.1825,3.2,0.3,434.8,434.6,434.8,435,436.1,437.6,438.3,439.6
1,17.25,0.645,-0.25,2.6,0.4,-11.185,2.9,3,92.1,404.9,0.248,4.75,1.65,2,1.1,0,0.3,0,-7.3965,1.11,-0.54,316,297.75,0.125,92.45,-0.1,92.575,1.48,3.68,429.5,5.04,3.4375,0.77735,-6.42375,3.2075,0.647175,-0.1,0.1,89.975,1.9012,0.1,97.185,3.025,0.3,435.2,434.9,434.5,434.65,436.55,438.4,439.4,440.4
1,17.75,0.65,-0.4,2.5775,0.4,-11.5725,2.725,3,93.1,405.1,0,4.8,1.6,2,1,0,0,0,-7.1,1.2,-0.6025,315,297.75,0.005,93.025,-0.2,93.75,1.4,3.69,429.725,5.1075,3.38,0.7805,-4.929,3.597,0.647175,-0.2,0.1225,92.375,1.843,0,97.19,2.75,0.2,435,434.8,434.3,434.95,436.45,440.4,441.5,442.7
1,18.25,0.64,-0.45,2.54,0.4,-10.22,2.875,3,93.175,405.55,0,4.7,1.35,2,0.8,0,0,0,-6.95,1.2,-0.5575,315,297.36,0.025,92.925,-0.3325,93.9,1.345,3.6625,429.85,5.155,3.26,0.781775,-6.135,3.0085,0.6522,-0.2,-0.1,92.05,1.771775,0,97.1875,2.2,0.3,434.9,435.3,434.75,434.8,436.75,440.1,440.7,441.5
1,18.75,0.62225,-0.5,2.5975,0.4418275,-12.64,2.5,3,93.125,405.9,0,4.7,1.05,2,0.74,0,0,0,-6.65,1.2,-0.475,314,299,-0.1275,93.2,-0.5,93.875,1.265,3.555,429.7,5.105,3.26,0.769,-5.6825,2.96,0.67095,-0.3,-0.2,92.05,1.6984,0,97.2075,2,0.2,435.4,435,434.4,434.8,436.45,439.2,439.8,441.3
1,19.25,0.64405,-0.5,2.5,0.5,-11.6,1.975,3,92.25,405.9,0,4.67,0.8,1.8955,0.61,0,0,0,-6.5,1.155,-0.4625,313.8125,297.75,-0.3,92.875,-0.5025,93.7,1.2,3.52,430.1,5.1,3.3125,0.791,-5.10625,2.69125,0.70695,-0.5,-0.225,91.75,1.60075,0,97.235,1.875,0.2,435.1,434.9,434.55,435.2,436.05,438.4,439.1,441.2
1,19.75,0.6325,-0.55,2.56,0.5,-12.62475,2.275,3,91.825,405.75,0,4.7,0.675,1.6585,0.6,0,0,0,-7.45,1.1,-0.5,313.3675,295,-0.3,93.325,-0.4925,94.15,1.235,3.535,430.5,5.12,3.26,0.751,-4.4575,2.402,0.770425,-0.525,-0.35,92.1,1.55725,0,97.2325,1.7,0.3,435.1,434.8,434.75,435.25,436.25,438.2,439.4,440.4
1,20.25,0.64,-0.68,2.58,0.5,-12.2,2.4,3,91.35,405.4,0,4.7,0.5,1.615,0.6,0,0,0,-7.1,1.1,-0.4825,313.1175,295,-0.4025,92.525,-0.6,94.475,1.21,3.58,430.7,5.125,3.285,0.78355,-7.059,2.554,0.7406,-0.6,-0.525,92.4,1.527325,0,97.22,1.575,0.2,435.825,435.4,435,434.9,436.95,439.3,439.4,440.4
1,20.75,0.665,-0.7,2.645,0.48847,-13.0625,1.675,3,92.35,405.5,0,4.6925,0.15,1.505,0.42,0,0,0,-7.65,1.1,-0.46625,312.3,294.75,-0.5625,93.1,-0.725,94.85,1.186,3.4075,430.825,5.0875,3.22,0.7773,-7.714,3.14325,0.7139,-0.9,-0.6,92.625,1.46395,0,97.18,1.5,0.3,435.9,435.5,435.5,435.45,436.65,439.5,439.5,441.1
1,21.25,0.66,-0.86,2.65,0.5,-13.2925,1.95,3,91.925,405.65,0,4.705,0.2,1.3985,0.4,0,0,0,-8.815,1.12,-0.552,312,295.5775,-0.6225,92.375,-0.8925,95.475,1.14,3.4375,430.65,5.08,3.19,0.762,-7.57,2.02625,0.7524,-1.1,-0.625,92.475,1.38525,0,97.1825,1.5,0.3,435.9,435.7,435.2,435.25,436.15,438.6,439.8,441.2
1,21.75,0.67,-0.9625,2.65,0.5,-11.6225,1.35,3,92.9,405.675,0,4.6,0.075,1.35,0.3,0,0,0,-7.15,1.1,-0.6,312,295.7775,-0.6925,91.825,-0.9225,95.15,1.12,3.5675,430.5,5.0425,3.325,0.8044,-8.6065,2.233,0.804325,-1.2,-0.725,92.575,1.34425,0,97.2025,1.575,0.2,436.2,435.6,435.6,435.4,436.15,440.2,440.2,442.8
1,22.25,0.6819,-1,2.67,0.5,-10.86,1.9,3,92.475,405.55,0,4.6,-0.1,1.2475,0.2,0,0,0,-6.4,1.165,-0.555,312,295,-0.7625,92.8,-0.93,95.6,1.1,3.535,430.25,5.0675,3.2525,0.7457,-7.8765,1.745,0.8109,-1.3,-0.75,92.95,1.297675,-0.04,97.2,1.55,0.3,436,435.7,435.6,435.7,436.3,439.4,441.2,442.7
1,22.75,0.66,-1.1,2.68,0.4,-9.9,1.2,3,92.875,405.475,0,4.6,-0.4,1.164,0.1,0,0,0,-6.25,1.115,-0.60675,311.925,297.0675,-0.785,93.325,-1.085,95.6,1.095,3.48,430.45,5.0625,3.25,0.75365,-8.269,1.642,0.669625,-1.35,-0.8,93.6,1.235675,0,97.23,1.675,0.3,436.2,436.1,435.7,435.55,437.15,439.2,441.7,442.2
1,23.25,0.6475,-1.2,2.5225,0.5,-8.235,1.6,3,93.85,405.3,0,4.5,-0.4,1.10875,0.1,0,0,0,-6.6,1.1,-0.685,312,296,-0.6,93.2,-1.1,96.05,1.1,3.57,430.675,5.005,3.315,0.75655,-8.79825,1.565,0.7402,-1.325,-0.725,94.175,1.20625,0,97.23,1.625,0.2,436.4,436.2,436.3,436.15,437.25,439.4,440,442.3
1,23.75,0.631875,-1.2,2.605,0.4551325,-10.074,1.45,2.9,93.55,405.4,0,4.6,-0.4,1.1015,0.156,0,0,0,-6.4,1.1,-0.68875,311.9625,295.5,-0.69,93.9,-1.025,96.55,1.12,3.495,430.45,5.04,3.21,0.7353,-7.92125,1.87025,0.7275,-1.4,-0.8,94.1,1.173325,0,97.2,1.45,0.2,436.4,436.2,436.7,436.1,437.95,439.3,440.4,441.8
2,0.25,0.65,-1.43,2.62,0.4075,-11.4,0.77325,2.1,94.375,405.45,0,4.4,-0.025,1.63575,0.525,0,0,0,-7.07875,1.2,-0.5825,313.85,292,-0.1975,93.7,-0.5075,95.65,1.3775,3.14,428.225,5.06,2.945,0.6615,-8.2405,0.8141,0.688125,-0.9,-0.4,94.8,1.4589,0,97.555,1,0.3,431.625,431.25,431.125,431.5,432.625,436.7,438.525,442.025
2,0.75,0.62,-1.65,2.5625,0.4,-10.65,1.075,2.1,94.65,405.3,0,4.4,-0.2,1.6,0.775,0,0,0,-5.3,1.2175,-0.56625,313.075,291.5625,-0.24,93.825,-0.5,95.925,1.3825,3.1875,429.9,5.07,2.995,0.6905,-8.00625,0.8508,0.62055,-0.425,-0.25,95.5,1.4475,0,97.53,0.725,0.3,433.25,433.05,433.5,433.225,434.5,436.45,436.925,438.35
2,1.25,0.6173,-1.615,2.515,0.5,-9.8025,0.6,2.1,94.3,405.05,0,4.4,-0.45,1.36825,0.69,0,0,0,-4.975,1.2,-0.6,313.045,292,-0.375,93.925,-0.585,96.175,1.36725,3.245,429.9,5.01,2.97,0.63785,-8.765,0.6363,0.6754,-0.55,-0.3,95.1,1.39135,0,97.54,0.825,0.4,433.55,433.125,432.975,433.5,435.15,436.875,437.875,440.075
2,1.75,0.61,-1.64,2.56,0.4,-11.155,0.625,2.1,95.05,404.925,0,4.4,-0.5,1.26,0.445,0,0,0,-5.1,1.2,-0.5925,313.75,293,-0.3075,94.325,-0.6975,96.3,1.3725,3.075,430.175,5.06,2.85,0.622075,-8.816,0.817875,0.624925,-0.775,-0.28,95.375,1.34945,0,97.56,0.825,0.2,434.15,433.675,433.475,433.15,434.45,437.7,438,439.95
2,2.25,0.58,-1.605,2.6925,0.4,-11.4,1,2.1,94.875,404.3,0,4.4,-0.6,1.17275,0.3,0,0,0,-4.875,1.2,-0.5,312.075,295,-0.4,94.425,-0.6775,95.775,1.39,3.1475,430.075,5.0425,2.875,0.6395,-7.1575,0.61605,0.7548,-0.6,-0.365,95.475,1.309125,0,97.54,0.725,0.3,434.475,434.225,433.95,433.5,435.3,437.1,437.7,440.225
2,2.75,0.59,-1.79,2.75,0.4,-11.4,0.525,2.1,95.2,404.6,0,4.4,-0.6,1.0595,0.1,0,0,0,-5.875,1.2,-0.5,312.375,294.75,-0.605,94.625,-1,95.775,1.37325,3.0875,430.025,5.06,2.785,0.647,-7.81425,1.04925,0.6523,-0.7,-0.725,95.525,1.2263,0,97.565,0.475,0.3,435.225,434.95,434.3,434.075,435.375,438.2,438.925,441.075
2,3.25,0.61,-1.925,2.66,0.4,-11.542,0.55,2.1,95.2,404.6,0,4.3,-0.575,1.0325,0.1,0,0,0,-5.5,1.2,-0.4,311.6875,295.51,-0.6775,94.2,-1,96.2,1.37025,3.2225,430,5.045,2.91,0.623225,-7.24,0.743,0.6384,-0.8,-0.7725,95.625,1.215675,0,97.56,0.275,0.1,434.6,434.25,434.55,435.325,435.575,438.575,439.55,441.05
2,3.75,0.59,-2.1,2.7225,0.4,-10.793,0.5346125,2.1,94.5,404.95,0,4.2,-0.65,1,0.16075,0,0,0,-4.875,1.2,-0.5,311.925,297,-0.725,94.15,-0.925,95.65,1.3825,3.1275,430,5.0025,2.885,0.6177,-6.591,0.8061,0.7003,-1,-0.5975,95.375,1.154525,0,97.56,0.425,0.1,433.625,433.825,433.925,433.725,435.625,438.425,438.45,439.75
2,4.25,0.62,-1.99,2.685,0.4,-12.7,0.5,2.1,93.7,405.475,0,4.1,-0.6,1,0.18,0,0,0,-4.9,1.2,-0.4005,312,294.1175,-0.575,94.225,-0.9025,96.075,1.39775,3.1875,429.875,4.975,2.905,0.645275,-5.01025,0.623,0.702325,-0.925,-0.65,95.3,1.109,0,97.575,0.6,0.2,433.525,433.15,433.125,433.475,435.1,437.875,439.125,439.2
2,4.75,0.63,-2.2,2.7,0.4,-9.885,0.7,2.1,94.05,406.175,0,4.05,-0.8,1,0.1775,0,0,0,-4.725,1.115,-0.4,313,294.75,-0.6575,94.225,-0.925,95.9,1.3595,3.2275,429.875,4.985,2.985,0.636525,-6.0805,0.788725,0.6947,-1,-0.7,95,1.091325,0,97.585,0.5,0.3,433.75,433.725,433.425,433.225,434.95,437.25,438.05,440
2,5.25,0.62,-2.23,2.605,0.4,-11.175,0.9,2.1,94.25,406.25,0,4.2,-0.8,1,0.15,0,0,0,-4.075,1.185,-0.4,312,296.1575,-0.7,94.35,-0.825,96.075,1.3505,3.1775,430,4.94,2.88,0.65015,-5.762,0.8607,0.6707,-1.1,-0.7,95.425,1.0485,0,97.59,0.7,0.2,434.05,433.825,433.6,433.625,434.7,437.9,438.25,439.9
2,5.75,0.61,-2.3,2.64,0.4,-10.788,0.685655,2.1,94.4,406.25,0,4.2,-1.125,1,0.04975,0,0,0,-4.275,1.14,-0.4025,312,294.75,-0.6225,94.4,-0.9625,96.5,1.3555,3.075,430.175,4.9425,2.8,0.61525,-4.145,0.4479,0.6618,-1.2,-0.725,95.7,1.0271,0,97.605,0.825,0.3,433.4,433.55,434.15,434.325,435.45,438.125,437.75,440
