DOY2,HR2,CO2_1_1_1,CO2_2_1_1,H2O_1_1_1,FC_1_1_1,SC_1,SC_2,G_1_1_1,G_1_1_2,H_1_1_1,LE_1_1_1,SH_1_1_1,WS_1_1_1,USTAR_1_1_1,TAU_1_1_1,U_SIGMA_1_1_1,V_SIGMA_1_1_1,W_SIGMA_1_1_1,PA_1_1_1,RH_1_1_1,TA_1_1_1,VPD_1_1_1,T_SONIC_1_1_1,TS_1_1_1,TS_1_2_1,NETRAD_1_1_1,PPFD_IN_1_1_1,NEE_1_1_1,SW_IN_1_1_1,SW_OUT_1_1_1,LW_IN_1_1_1,LW_OUT_1_1_1,TAU_1_1_2,CO2_2_2_1,CO2_2_3_1,CO2_2_4_1,CO2_2_5_1
1,5.25,441.530590875,427.975417,17.5772082,6.6066104,4.25157279999999,3.8929416,4.83025,7.289,202.371594,65.2005098,12.8603698,6.3076854,1.07828875,-0.000781200000000005,2.28666905,2.0967274,1.42177745,102.92327965,98.38,18.5943855,7.87853125100001,25.4825565,13.075,13.2365,0.162497399999997,1.36895,8.45244019999997,0.128549999999998,2.6578,394.34,404.835,-0.0035148,417.1166667,442.081667,429.5083336,447.1833333
1,5.75,441.9548077,427.38374995,17.9951728,8.1283895,3.0207675,1.3049314,4.7385,7.306,88.889056,99.1532839749999,12.941887,6.275089375,1.183654,-0.000186375,2.43745205,2.0475228,1.4830879,102.94606375,98.445,18.622149,8.16619810539999,25.7390293,13.065,13.20775,0.414656299999995,1.503925,7.969221725,0.776199999999999,2.925,402.8,405.9,-0.0060005,418.2,435.9083333,430.5283336,450.5633336
1,6.25,443.9536055,427.886667,18.238479125,4.8892975,3.02105079999999,1.5276604,4.8395,7.67775,134.50258825,57.81532605,12.31401,6.3699862,1.1690185,0,2.341127,1.8932425,1.5051355,102.9554878,98.445,18.571707,7.55036136877499,25.079821,13.01,13.18425,2.231375,1.746675,7.2411965,0.282900000000001,2.649075,402.55,406.2,-0.0032705,417.4683336,431.5799997,430.0183336,451.3000003
1,6.75,446.7554285,427.7233332,18.1983695,6.59596040000001,2.20125944999999,2.674062625,4.742,8.07825,176.258791775,63.8064281999999,11.48177225,6.2822962,1.1823367,-0.000771000000000001,2.3270352,1.976251875,1.4556614,102.9679582,98.4,18.60244,7.8405627054,24.755254375,12.935,13.153,1.42466354999999,3.6695,9.2272323,0.391,2.47085,397.8,407.25,-0.018646,418.3150003,439.198333,431.121667,451.7833336
1,7.25,458.1711155,427.039583,18.4718556,5.30408277499997,8.06319189999999,2.80701985,4.66575,8.57475,120.30132575,67.0101315500001,18.1863261,6.106915,1.1815121,0,2.29864425,2.0788056,1.4360987,102.77940735,98.5,18.221661,7.8912241151,23.7792605,12.86,13.1285,2.69719595,32.43125,9.936213875,14.296,9.0045,397.5,405.55,-0.0103047,419.1283333,439.1049997,431.5666667,452.681667
1,7.75,455.419696725,426.73958325,18.484433875,16.2284553249999,4.49636417499998,1.163244625,4.584,8.89225,221.857804625,79.175249,36.8713832,7.149331625,1.2900491,-0.0008325,2.593887275,2.164015625,1.511196575,102.961099225,98.4,18.317382,8.00241173515,23.91462415,12.82,13.11075,23.59106675,164.7,13.3137028,79.50975,23.99875,399.1125,406.7675,-0.015183725,416.1966664,433.211667,430.3150003,450.37
1,8.25,457.1348129,427.07083345,18.266374875,5.38849115,5.24455539999999,0.724838824999997,4.56025,9,203.9177785,91.0248221999997,30.4166643,6.577038,1.27270315,-0.000926125000000007,2.52827675,2.046115125,1.53947905,102.982994925,98.3910141,18.895,8.222280482275,23.928960175,12.78,13.08525,70.315073,390.41,3.84427339999998,162.8825,31.9765,396.1725,407.8625,-0.02224755,415.781667,432.755,429.1016664,451.5366667
1,8.75,441.4475258,428.7333335,18.6280665,5.5739617,6.04243059999997,0.454696625,4.44125,8.4550085,284.091145825,166.4287816,37.407785725,7.187424625,1.3040321,-0.004587,2.716689375,2.245599125,1.577321425,103.149469875,98.3,19.265,9.11649059699999,24.0409024,12.78,13.0575,148.888105,599.9975,4.007818,255.9,34.77,396.75,412.65,-0.01631785,415.4500003,427.6099997,426.5700003,448.6249997
1,9.25,447.23960835,427.887500175,18.868692075,6.9888055,1.5348325,2.61625525,4.09325,8.13025,236.36687245,157.987013,42.3332422,6.85832625,1.313898575,-0.010095725,2.657979725,2.257743825,1.627943675,103.0511933,98.375,19.23025,9.75530536655,24.890165375,12.805,13.032,212.62815,799.8725,7.70049039999999,349.6125,49.0602499999999,398.3425,414.6975,-0.0414921,415.411667,420.6833333,423.4016664,433.571667
1,9.75,443.624099975,426.562917,18.966312625,7.960407025,6.14741299999999,1.4869564,4.06975,8.337,356.007846674999,135.41476785,37.039479175,6.98570514999999,1.29138025,-0.025518875,2.669362125,2.2673544,1.63429425,103.06573245,98.2375,19.358,10.38376940925,26.188755075,12.835,13.00425,284.06485,971.35,9.05472875,427.3875,59.8612499999999,399.34,417.795,-0.05756325,410.0700003,414.501667,422.9749997,432.6983336
1,10.25,443.54012885,426.640416825,18.83513975,5.38469915,3.0145971,0.364260849999999,4.109,8.7005,337.271915475,147.0952197,43.60303945,6.93802205,1.3152886,-0.0328984,2.7633556,2.2835985,1.6203484,103.063800525,98.3,19.25375,10.9991344425,26.367503775,12.86,12.97875,336.94205,1119.45,4.72998867499998,497.4,70.0680000000001,402.88,420.02,-0.069966275,405.6349997,412.516667,416.9949997,428.8699997
1,10.75,436.5084647,426.113333,18.5366255,4.5206683,1.87751764999999,1.028456575,4.0345,8.9,327.338497325,122.0231989,29.665895875,6.674690325,1.304139525,-0.0354833499999999,2.814483675,2.3486941,1.609952375,103.020158125,98.03,19.592,11.43826910225,26.2061896,12.885,12.94325,385.10938,1234.9,4.192691375,552.18,78.2760000000001,402.92,420.82,-0.06845135,400.0599997,407.4883336,414.786667,419.465
1,11.25,440.33817055,424.282916475,18.3065845,2.8723752,2.26771119999998,1.7519318,4.0465,8.76,362.6762712,150.854133875,26.30161965,7.551483425,1.36422965,-0.0419458000000001,2.865811925,2.4560102,1.65272775,102.986635875,98.0825,19.4025,12.087444096,26.4381204,12.895,12.97975,420.33928,1322.375,3.0821281,599.85,93.65,401.6875,423.25,-0.06154125,399.198333,399.3400003,409.7750003,409.9149997
1,11.75,437.8305421,423.0700002,18.41972655,2.22814795,2.50171767499998,0.540987899999998,4.13075,9.505,381.122324575,196.52060995,25.1085534,6.662234425,1.3185723,-0.0503444000000001,2.6805638,2.33696935,1.6610048,102.9482912,97.703393525,19.664,12.5929907995,26.792528875,12.885,13.076,442.1530275,1361.425,2.1542698,620.4,98.5,401.0375,424.675,-0.143102575,401.36,400.6083336,401.9533333,414.2099997
1,12.25,436.9897833,421.212500125,18.414183375,2.6587402,1.19747865,2.014492,4.4132,9.61999999999998,403.59690725,146.03798825,24.48197445,6.928394,1.2638266,-0.0625621750000001,2.5523114,2.355386125,1.57941375,102.8726326,97.423095,20.311,13.94461125,27.4327876,12.8835,13.182,448.874,1387.5,3.20227009999999,627.06,91.0899999999999,401.66,425.34,-0.1865569,403.1416667,402.833333,403.4383336,410.825
1,12.75,435.7900248,420.608333,18.59755275,2.278378525,4.623562625,1.950809,5.1175,12.49025,359.72531635,172.3359493,23.4011146,6.8061946,1.2784329,-0.0669091750000001,2.5601016,2.279218,1.57421865,102.849760575,97.37701755,20.43125,15.05216677,27.417362375,12.86825,13.232,448.5656925,1383.4,2.46409395,625.675,94.425,401.84,424.6,-0.2382742,406.893333,406.8816664,409.378333,412.9983333
1,13.25,434.888066,421.5,18.4315827,3.47970825,2.83754425,1.434059,5.983,12.9655,351.039064175,168.803039,21.15287605,7.04640535,1.238236375,-0.0428757000000002,2.557135125,2.196401625,1.596403625,102.820205,96.888228175,20.20125,15.20816578,27.6247128,12.852,13.2475,423.772655,1298,3.39174275,595.8,79.9894999999999,401.865,425.535,-0.19355645,403.79,403.6433336,405.836667,411.5016664
1,13.75,435.32872355,420.50333345,18.2571393,3.3964198,1.40046935,2.162529,6.161,14.0965,340.331542875,127.5177633,19.48684605,6.770927,1.1748596,-0.02396285,2.5905658,2.2145844,1.542224,102.8004436,96.3855841,20.76375,15.3250035,27.8072199,12.84625,13.26975,389.482215,1210.4,3.4280316,558.72,81.745,397.665,425.895,-0.18418865,402.9150003,402.8716664,407.8016667,409.621667
1,14.25,436.21952215,421.612499775,18.3225492,3.08485124999999,0.88227245,1.4973785,6.82907499999999,15.1455,340.694185325,161.529037075,17.695750375,6.40386877499999,1.210171225,-0.0600748999999997,2.496591525,2.1648032,1.51450095,102.7922243,96.2275,20.66675,15.804695989,27.832265,12.83,13.316,338.5862725,1089.4,3.3347159,505.17,63.4479999999999,396.775,425.54,-0.119963375,401.3883333,401.615,405.3216664,408.9333336
1,14.75,436.985374,421.019166775,17.980376025,2.7554465,1.6408138,1.209983675,7.003,15.885446,288.0355916,136.99163275,24.110681,6.8468848,1.273592175,-0.0354408250000001,2.4991785,2.292674925,1.610013925,102.77714975,96.08902425,20.98,16.368957801,27.93780525,12.821,13.332,271.154625,941.9,2.8374108,439.5525,55.5219999999999,402.46,424.9325,-0.17015045,397.7050003,398.1500003,404.613333,406.3883336
1,15.25,438.2798845,421.195833125,17.94811985,3.15070264999999,2.98552739999999,2.21919467499999,7.312375,15.8315,247.395578175,109.2676415,14.08829475,6.571740325,1.2623893,-0.0318953499999999,2.6212174,2.183455,1.53910165,102.778351125,96.413927,20.8095,16.42129373625,27.724672375,12.81675,13.3575,200.39675,766.93,3.3831512,352.55,47.7135,397.3775,423.4325,-0.174669775,397.7266664,397.546667,402.1566664,405.1399997
1,15.75,435.370781925,420.837499875,17.9737007,2.5366941,2.86225034999999,3.5614647,7.392675,15.137,143.43991685,93.1436613499997,10.26662365,6.2530688,1.2592957,-0.022955775,2.573894125,2.09431815,1.541558175,102.779069625,95.7,20.653,16.18788981,27.57449295,12.8025,13.3875,129.006625,577.81,2.4818212,265.3325,35.734,390.8325,422.3225,-0.0558704,399.078333,398.5150003,400.8599997,407.2050003
1,16.25,436.594330375,420.77916645,17.9197883,2.7173209,3.4757244,4.3238582,7.7625,13.9675,106.304703875,101.195930275,8.0075676,6.240800025,1.13678865,-0.00501040000000027,2.4778517,1.957277075,1.51821245,102.823282,95.7,20.2775,15.95474707,27.2479794,12.82,13.41,59.4046675,381.01,4.2199614,185.2275,26.53875,390.2275,420.5275,-0.02278595,399.3199997,399.518333,403.045,407.3016667
1,16.75,439.447929,420.85166655,17.7525342,4.147672375,5.05685729999996,13.231083625,8.11099075,13.185,187.530979825,83.734359075,5.32509844999996,6.11948155,1.08003935,-0.00421157500000008,2.323197625,1.8011111,1.434848325,102.832659925,96.4033315,19.7375,15.11955964975,26.711350375,12.85,13.4475,10.7845375,171.1,7.64916744999999,88.015,16.6675,392.23,417.3825,-0.0200757,400.766667,400.2516664,402.9733336,414.79
1,17.25,440.0944335,420.94166675,17.1350262,7.02459687499999,2.87547305,7.2761827,8.311,13.165,227.446475475,63.08582455,2.64198392499999,5.7539598,1.1104636,-0.00402170000000002,2.26624185,1.7962724,1.4100131,102.828866475,96.14123725,18.83875,13.241167179,25.921240875,12.88,13.4975,-1.1744735,41.069,8.4866345,22.34675,6.46527499999999,388.885,415.455,-0.00352740000000001,401.583333,401.6666667,404.728333,420.6166667
1,17.75,438.4722955,421.1966666,16.4542765,5.376162925,1.6024703,4.67357,8.43375,12.5925,131.074650799999,54.4962478500001,3.4804756,5.840167,1.065343375,-0.000802575000000006,2.206334625,1.8024216,1.340742125,102.8382075,96.406612,18.297,12.5369101695,25.7374567,12.905,13.55,-1.979141,3.8179,6.300578825,0.344800000000001,2.729575,390.2575,414.45,-0.005215275,402.0566664,403.8233333,407.1433336,430.3449997
1,18.25,436.90927205,421.2399998,16.19742115,4.13809705,2.154856375,2.13677795,8.41525,12.25225,107.600534,55.4083154249999,6.55388119999999,5.8916915,1.13076875,-0.00124195,2.38089975,1.868141525,1.416912375,102.865400425,96.5480025,17.9995,12.30366798,25.57502725,12.93375,13.54,-1.5993295,1.408,11.14972,0.265849999999999,2.8045,391.2575,410.68,-0.003216225,402.0150003,406.5983333,410.0833336,440.293333
1,18.75,437.3928287,421.0399998,16.17288945,3.4280674,2.2625957,3.53351575000001,8.277,12.056,79.27175125,62.6436703749999,6.92587754999999,6.043427625,1.1397185,-0.00119200000000002,2.34031025,1.8227418,1.395743375,102.893322875,96.348654825,17.8775,11.76589418,25.4833392,12.96275,13.5325,0.0246969999999986,1.47275,7.57899310000001,0.0615749999999995,2.95215,385.505,409.21,-0.00366075000000001,400.1599997,404.9500003,410.9899997,447.1983333
1,19.25,437.809611,420.8933332,15.8809214,3.511092525,2.80477087499999,3.76433195000002,8.02525,11.28975,41.2275544999998,63.138170375,6.9648792,6.109902375,1.081317675,-0.00132475,2.4540632,1.8715184,1.349575575,102.942902,96.7,17.313,10.9753468,25.440619825,12.997,13.5225,-0.670046225000007,1.4848,5.42828935,0.05115,2.83115,384.1,407.765,-0.002595625,400.4733333,408.8216667,412.6366664,453.0683336
1,19.75,437.9090605,420.497083,16.1498854,4.890471,5.01185739999998,3.2999295,7.49535,10.189,122.54704255,68.05625455,9.162563,6.09311827499999,1.157845,-0.001187,2.4979365,1.96818855,1.4350655,102.96457495,97.5275,17.1085,10.404975501,25.50638395,13.026,13.505,-0.774532275000007,1.323,5.964221125,0.2484,2.75275,386.295,406.815,-0.003167625,401.281667,408.4883336,415.2183336,456.97
1,20.25,451.056763775,420.997083,16.2913545,4.3295257,2.73348675,2.2248315,6.74205,9.92425,47.94714575,95.436335375,11.9464837,6.25419165,1.13981265,-0.0010807,2.482140125,1.90917825,1.424741475,102.947638125,97.6275,17.2165,10.213973981,25.4881571,13.0455,13.48,-0.878446925000003,1.6067,4.8695895,0.14495,2.880175,383.505,404.61,-0.0178612,402.5716664,408.6966667,416.4549997,445.3649997
1,20.75,437.0325997,421.6325,16.541512875,5.281078875,2.322845225,2.11860839999998,6.386775,9.65725,107.99086,60.892664025,12.707065,5.9711931,1.2171474,-0.001047,2.361037,1.913837,1.492147,102.9312085,97.5375,17.08625,9.596202774175,25.1119388,13.06025,13.455,-0.585838275000012,1.5353,4.0503942,0.1205,2.7968,382.525,403.485,-0.003031125,405.0083336,416.1299997,418.7816667,452.683333
1,21.25,437.4441661,422.061667,16.6242466,4.37178595,2.258873,2.16170475,6.149775,9.4935,151.593317849999,53.8608186249999,10.531895625,6.25418355,1.194550375,-0.00263955,2.386442125,1.9060526,1.507816375,102.92018875,97.565,16.97425925,9.50167195815,25.18299075,13.075,13.43,0.165847674999994,1.5913,4.364555125,0.264175,2.7984,381.25,403.795,-0.0135555,404.8800003,413.765,420.348333,445.3333336
1,21.75,440.0615669,422.1983333,16.3885252,6.866468875,3.250414875,2.0901497,5.840225,9.45775,138.5900134,53.4679482499997,13.1539088,6.2961739,1.17284995,-0.001543125,2.4338631,1.9658907,1.5604512,102.941796625,97.795136025,17.26813,9.44441737195,25.201277,13.09025,13.3975,0.048766299999986,1.7242,8.37156465,0.560000000000002,2.698,382.575,403.48,-0.01061745,407.8150003,428.45,423.1666664,447.0933333
1,22.25,439.938417025,422.128333,16.43734,6.95979059999999,5.938613375,2.02890715,5.6533,9.181,92.00722725,61.3261771500001,16.179683875,6.713877375,1.2036597,-0.00185645,2.644744725,2.027337,1.5015938,102.9424318,97.955,17.3762485,9.23416201214999,25.43377385,13.0955,13.35975,-0.2383195,1.6521,8.421224875,0.7866,2.96575,382.625,403.835,-0.005712775,405.5016667,424.9466664,424.1333333,454.1699997
1,22.75,439.811496,422.23583315,16.399807875,5.8168235,2.103572,1.92981724999999,5.55355,8.807,156.40164405,57.724260525,16.6283876,7.15981175,1.20835345,-0.002159,2.653986075,2.1080795,1.510674225,102.93211885,97.82734195,17.7578145,9.186801658,25.52498385,13.11075,13.3275,-0.0688543000000049,1.640775,5.657916875,0.967,3.06,386.18,406.205,-0.00582440000000001,408.536667,425.27,424.881667,436.878333
1,23.25,439.6821335,421.7916665,16.5501853,5.970390425,2.2761829,4.7655407,5.384924425,8.58225,188.519926,47.1176485,14.840178475,6.6117338,1.298003875,-0.00166885,2.6951178,2.14047815,1.58262325,102.90647325,97.8,17.54,8.983831695,25.42041925,13.12125,13.295,0.875834900000005,1.65075,7.562100225,0.149749999999999,2.98615,388.2875,406.65,-0.0026309,407.8033333,423.131667,419.9799997,442.2183336
1,23.75,439.768353675,422.0575,16.8390098,6.190258125,3.2806346,0.904806099999998,5.12725,8.33675,164.926547,71.02629275,15.5494382,6.763757,1.185271,-0.001554575,2.5711128,2.033613,1.546484625,102.877831675,97.886488625,17.7820035,8.719655809,25.472568975,13.117,13.25,0.843380749999989,1.5282,6.8002776,0.400299999999999,2.811,390.94,405.74,-0.00812352500000001,414.495833375,423.764583,418.620833,439.795833375
2,0.25,465.8344316,414.061667,19.820020825,8.192908175,15.2982097,3.5305358,8.36375,10.38625,37.55254705,82.007881925,16.6857188,6.08745315,1.194876275,0,2.491035175,1.908184775,1.527476,102.65781235,98.02,18.788,10.5161846605,24.287972675,12.83775,13.7925,-0.295385599999995,0.904624999999999,11.05477135,0.142624999999999,2.7665,394,408.5,-0.023275425,405.7899998,420.6299998,417.4899998,453.4033332
2,0.75,480.07298725,417.093333,19.77023095,5.854618725,10.487874725,2.88064239999997,8.11625,10.04125,87.0336962749998,77.1527223749999,14.264462,6.159611525,1.23527315,0,2.4780575,1.845110375,1.566714,102.6749175,98.26902,18.7115,9.931206417,23.926259925,12.85425,13.795,1.38677195,1.02105,10.72864205,0.424125,2.781675,387.7525,407.395,-0.0481160750000001,402.4900002,422.643333,420.3133332,466.3133334
2,1.25,487.96993875,418.071249975,19.5577085,7.13380447499998,11.1676171999999,2.72986535,8.04875,9.58625,82.400645625,66.96812,13.4337078,6.21525527499999,1.18305,0,2.318647,2.0267704,1.4352622,102.676472625,98.285,18.58125,10.172444622625,23.548703,12.84425,13.80375,0.535039149999957,0.853674999999997,8.86352365000001,0.1542,2.833,394.4475,407.3425,-0.00731292500000001,405.193749875,431.647917,420.79166675,470.525000125
2,1.75,473.43356,420.74416695,19.7394503,7.70348505000001,12.6036705,3.8747573,7.84,9.07375,64.7688393999999,63.9746446,10.844244825,5.525767175,1.088123,0,2.287694,1.9162428,1.3845964,102.63378,98.385,18.7025,9.53403112125,23.904473,12.82425,13.80875,-0.101388350000009,0.954950000000002,7.97151815,0.731125,2.80365,392.3225,407.1975,-0.0182661,408.62083325,433.893749875,423.633333,468.595833
2,2.25,480.599414,426.2925,19.777147,7.8805948,13.34576,1.54183575,7.567625,8.65375,101.858886,87.6373447999993,13.9576843,5.821773,1.143924925,0,2.244271825,1.74975,1.40837355,102.6322871675,98.3,18.665,9.64131165839999,24.14027445,12.80425,13.78875,0.193480649999997,1.025275,6.778289,0.579875,2.8615,391.465,406.885,-0.015299125,411.668749875,432.104167,426.760416875,473.760417
2,2.75,499.6141825,425.71541695,19.830557575,10.925688,7.24600375,2.47417595,7.29575,8.55625,138.749347,63.5043889,11.6717519,5.552372,1.138284425,0,2.261722075,1.7570481,1.4424092,102.610175,98.385,18.441,9.450581389875,24.175190375,12.786,13.76875,0.425363549999996,0.727674999999997,13.313812,0.619475000000001,2.724125,390.0025,406.2675,-0.01358545,416.491667,432.387500125,426.477083125,473.02708325
2,3.25,489.8104308,425.108750025,19.74532685,10.22298,5.356851,1.56606605,7.192625,8.335,54.00122325,96.4583900499999,16.055482675,5.5103614,1.100726075,0,2.246676525,1.8697406,1.47478005,102.603925,98.285,18.676,8.8211442565,24.0420551,12.75775,13.745,0.1607679,1.0732,10.17321,0.379525,2.90975,388.005,405.7375,-0.0267299,407.606249875,426.99791675,425.800000125,470.312500125
2,3.75,553.27503305,426.75125,19.702516,8.5708718,8.1391357,3.5077386,7.00425,7.87525,76.1216183750002,86.9197022499999,12.127182,6.004694,1.177888875,0,2.373591,1.871152,1.4316934,102.606227875,98.3,18.294,8.464448912,23.867708,12.74125,13.725,-0.58687490000001,1.29615,8.14109349999998,0.300399999999999,2.602225,386.92,406.485,-0.02308595,413.0875,433.481250125,426.0625,474.55625
2,4.25,501.63669775,429.437499975,19.837924,6.03960852499999,6.65692739999999,1.05122385,6.852,8.02375,103.415999575,85.0612203000001,17.4838556,5.82609499999999,1.09948965,0,2.435210775,1.917026,1.4125827,102.602504125,98.285,18.38662125,8.680234476625,23.364462225,12.72,13.685,0.183934249999971,1.4312,5.0549145,0.458375,2.4448,392.325,406.6125,-0.042894625,412.266666875,432.631250125,422.620833,486.210416875
2,4.75,532.1145425,430.389999975,19.7650086,9.5579875,6.97748125,1.74973365,6.776375,7.581875,128.59532045,94.77201125,18.5962517,6.04133935,1.132357,0,2.2688268,1.84226185,1.4202325,102.612053,98.3,18.47625,8.47567161475,23.78777135,12.723,13.635,0.319623299999993,1.28115,8.16851510000001,0.39275,2.575825,393.3925,406.5425,-0.037908225,411.091666875,433.131249875,426.79375,486.65
2,5.25,553.53926755,431.542917,19.8017326,12.5327463,16.812100225,2.5891422,6.631625,7.605000625,125.34408675,125.19170125,18.21173325,6.1109324,1.2646481,0,2.525526825,1.98809755,1.459655225,102.6277895,98.3,18.258,8.66433172159999,23.4607208,12.726,13.58375,0.657257849999979,1.53015,22.11995,0.222,2.62295,399.2675,406.04,-0.030760375,409.354167,436.44583325,428.693749875,493.591667
2,5.75,565.178375,432.56,19.2914939,5.8418334,15.352805975,2.54446059999999,6.283,7.885625,154.0782579,119.020857,16.3066208,6.61414869999999,1.263708025,0,2.58558995,2.006874,1.562532075,102.642717775,98.2,18.237,8.065141323,23.608081125,12.729,13.53,0.0112578499999977,1.05785,7.97498114999997,0.22755,2.8015,396.9625,406.57,-0.016028125,408.96458325,440.4,429.891666875,499.060416875
2,6.25,491.58006775,431.287083,19.8133666,8.7018402,6.47717279999998,3.27415762499999,6.188125,7.859375,73.1844898000001,116.3498985,16.946009525,6.1084461,1.29815905,0,2.46800955,2.154910025,1.477959,102.666620775,98.29460645,18.565,8.09142197775,23.5054932,12.7255,13.51375,0.374322099999988,2.24515,9.08977125,0.272749999999999,2.6657,393.6525,406.8525,-0.00794712500000001,419.36666675,442.529167,429.3,495.556249875
2,6.75,516.660052,434.170416975,19.8398338,14.44843375,6.86832179999998,2.112118975,6.10775,7.85475,207.1906988,87.306611875,19.5765,5.990292375,1.2705943,0,2.582536325,1.9743225,1.5345254,102.695136975,98.3,18.5,8.33657154175,23.86778295,12.73725,13.50125,2.58966439999999,32.6185,13.9129728,14.94375,5.2816,393.31,406.8225,-0.00498885,425.174999875,444.1125,434.01458325,497.48958325
