DOY2,HR2,CO2_1_1_2,H2O_1_1_2,CO2_1_1_3,H2O_1_1_3,CH4_1_1_1,CO2_1_2_2,H2O_1_2_2,CO2_1_2_3,H2O_1_2_3,CH4_1_2_1,CO2_1_3_2,H2O_1_3_2,CO2_1_3_3,H2O_1_3_3,CH4_1_3_1,CO2_1_4_2,H2O_1_4_2,CO2_1_4_3,H2O_1_4_3,CH4_1_4_1,WS_1_1_1,T_SONIC,T_SONIC_SIGMA,CO2_1_1_1,H2O_1_1_1,FC,SC,NEE,LE,SLE,USTAR,H,SH,V_SIGMA,WS_1_2_1,WS_1_3_1,TA_1_1_1,TA_1_1_2,TA_1_2_1,TA_1_3_1,PA,RH,VPD,T_CANOPY_1_1_1,T_CANOPY_1_2_1,T_CANOPY_2_2_1,SW_DIF,SW_IN_1_1_1,SW_IN_1_1_2,SW_OUT,LW_IN,LW_OUT,NETRAD,LW_BC_IN,LW_BC_OUT,PPFD_IN_1_1_1,PPFD_IN_1_2_1,PPFD_IN_1_3_1,PPFD_IN_1_4_1,PPFD_OUT,PPFD_BC_IN_1_1_1,PPFD_BC_IN_3_1_1,PPFD_BC_IN_5_1_1,TS_1_1_1,TS_1_2_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_1_7_1,TS_1_8_1,TS_1_9_1,TS_2_1_1,TS_2_2_1,TS_2_6_1,TS_2_7_1,TS_2_8_1,TS_2_9_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_3_6_1,TS_3_7_1,TS_3_8_1,TS_3_9_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_4_5_1,TS_4_6_1,TS_4_7_1,TS_4_8_1,TS_4_9_1,TS_5_1_1,TS_5_2_1,TS_5_3_1,TS_5_4_1,TS_5_5_1,TS_5_7_1,TS_5_8_1,TS_5_9_1,G_1_1_1,G_3_1_1,G_5_1_1
1,5.25,424.38875,0.4905,414.433,0.48875,2015.3445,424.357,0.473,414.17475,0.4685,2015.961,423.7295,0.548,414.3365,0.437,2013.915,424.56825,0.3805,418.63275,0.39625,2019.568,4.2645,-23.8805,0.094,418.449,0.54125,-0.018,-0.04,-5e-04,-0.408,-0.183,0.1595,-21.69375,-0.86,0.334,2.665,2.3,-24.255,-26.5745,-24.087,-24.71025,100.8595,76.68,0.188,-23.515,-23.9125,-16.8575,0.2,-1.945,0.9,-0.9325,173.4,204.625,-44.8775,223.375,233.325,-0.06,0.05,-0.115,-0.3825,-0.2425,-0.19,-0.21,-0.29,-12.0225,-11.4095,-9.6285,-9.531,-8.9075,-8.03975,-6.54125,-6.22075,-13.12075,-11.78425,-7.481,-7.488,-6.07325,-4.162,-11.10275,-10.823,-10.0585,-9.7435,-8.145,-7.9695,-6.76925,-5.62625,-4.584,-12.5745,-11.62375,-10.721,-10.073,-9.48225,-8.62425,-7.0825,-6.60875,-14.41725,-12.94775,-11.6635,-10.524,-9.985,-8.137,-6.782,-5.741,-9.74875,-8.685,-4.435
1,5.75,424.3185,0.491,414.375,0.45475,2014.343,424.352,0.4605,414.1435,0.45925,2014.364,423.547,0.55275,414.258,0.4535,2014.433,424.3685,0.3645,417.0045,0.40525,2015.974,4.41425,-23.85825,0.10425,418.62275,0.5605,0.01,-0.042,-0.01025,-0.339,-0.36275,0.1685,-22.446,-2.146,0.364,2.61,2.295,-24.269,-26.4065,-24.262,-24.842,100.874,76.8,0.1905,-23.6,-23.495,-16.8475,0.3,-1.9225,1,-1.0525,170.15,205.5,-45.355,223.175,233.45,-0.06,0.05,-0.11,-0.38,-0.24,-0.185,-0.21,-0.29,-12.02675,-11.41075,-9.6295,-9.5325,-8.908,-8.04325,-6.54475,-6.2235,-13.13625,-11.778,-7.4815,-7.49,-6.07675,-4.165,-11.098,-10.818,-10.0615,-9.7515,-8.155,-7.972,-6.7725,-5.629,-4.58675,-12.577,-11.6245,-10.728,-10.073,-9.484,-8.6255,-7.0845,-6.61125,-14.40175,-12.926,-11.657,-10.533,-9.98475,-8.139,-6.785,-5.744,-9.679,-8.822,-4.435
1,6.25,424.5105,0.492,414.426,0.459,2014.455,424.5455,0.454,414.3115,0.45,2015.5,423.6595,0.537,414.279,0.452,2014.357,424.43525,0.391,416.387,0.394,2017.302,4.2005,-24.2315,0.0995,418.4265,0.548,-0.007,-0.0375,-0.0775,-0.50575,-0.28425,0.1365,-21.5015,-1.40975,0.354,2.5125,2.085,-24.182,-26.5935,-24.11425,-25.05,100.89775,76.82,0.187,-23.915,-23.4975,-16.99,0.275,-1.9475,1.075,-1.0025,168.05,206.1,-47.765,223.225,232.975,-0.06,0.04,-0.12,-0.38,-0.24,-0.185,-0.21,-0.29,-12.03125,-11.41375,-9.6305,-9.54325,-8.90825,-8.04675,-6.54775,-6.2265,-13.133,-11.775,-7.4825,-7.492,-6.07975,-4.167,-11.10525,-10.8285,-10.065,-9.759,-8.164,-7.97375,-6.77625,-5.63125,-4.5895,-12.581,-11.62975,-10.72975,-10.07325,-9.48575,-8.6275,-7.08575,-6.61325,-14.38625,-12.93125,-11.65025,-10.542,-9.98525,-8.14,-6.786,-5.747,-9.8185,-8.71425,-4.47725
1,6.75,424.259,0.4965,414.55175,0.4255,2015.35,424.069,0.45825,414.556,0.422,2015.22,423.816,0.526,414.51125,0.414,2014.461,424.231,0.364,416.154,0.37125,2016.3845,4.061,-24.1975,0.114,418.29225,0.55575,-0.038,-0.047,-0.01875,-0.41275,-0.34,0.15,-23.4385,-1.087,0.379,2.49,1.98,-23.943,-26.726,-24.2605,-25.056,100.93975,76.655,0.1915,-24.085,-23.615,-17.095,0.275,-1.9725,1.1,-1.13,167.375,204.925,-48.0475,223.175,233,-0.06,0.04,-0.12,-0.38,-0.24,-0.19,-0.21,-0.29,-12.03575,-11.41775,-9.632,-9.55375,-8.90875,-8.05025,-6.5505,-6.22925,-13.124,-11.77425,-7.4835,-7.494,-6.08225,-4.1565,-11.1245,-10.8395,-10.0685,-9.7665,-8.174,-7.97575,-6.7795,-5.6335,-4.593,-12.57675,-11.6345,-10.7315,-10.074,-9.48625,-8.628,-7.08775,-6.615,-14.36975,-12.92825,-11.64425,-10.551,-9.985,-8.142,-6.788,-5.75,-9.6445,-8.82775,-4.4155
1,7.25,424.3555,0.47875,414.4605,0.415,2015.784,424.485,0.45625,414.35875,0.4245,2015.1215,423.856,0.5355,414.4555,0.411,2014.32,424.339,0.36625,416.80825,0.371,2017.433,4.6,-23.909,0.096,418.078,0.561,-0.01325,-0.03925,-0.0445,-0.468,-0.26475,0.133,-21.82,-1.2595,0.385,2.53,1.9725,-23.988,-26.859,-23.885,-25.212,100.956,76.645,0.19,-24.16,-23.7025,-17.105,0.3,-1.985,1.275,-1.035,166.45,204.5,-45.455,222.625,233.65,-0.06,0.04,-0.12,-0.3825,-0.23,-0.18,-0.21,-0.3,-12.03875,-11.42425,-9.6325,-9.557,-8.90925,-8.05375,-6.5535,-6.232,-13.1045,-11.7805,-7.4845,-7.496,-6.0855,-4.1595,-11.137,-10.85,-10.078,-9.774,-8.183,-7.97775,-6.7825,-5.6355,-4.6045,-12.56675,-11.641,-10.7345,-10.07425,-9.487,-8.63,-7.08925,-6.61775,-14.394,-12.9255,-11.6515,-10.561,-9.98475,-8.144,-6.789,-5.753,-9.69,-8.7465,-4.447
1,7.75,424.3955,0.485,414.499,0.411,2015.1855,424.471,0.4525,414.35625,0.4045,2016.717,423.628,0.51825,414.168,0.372,2014.157,424.561,0.352,415.81775,0.3745,2018,4.8205,-23.91875,0.0885,418.169,0.559,-0.0125,-0.03625,-0.009,-0.5135,-0.2895,0.1485,-21.551,-0.981,0.3715,2.35,2,-24.038,-26.854,-23.7625,-25.51,100.966,76.755,0.187,-24.14,-23.8,-16.975,0.3,-1.96,1.2,-1.02,166.7,204.95,-46.69,222.925,233.225,-0.06,0.0475,-0.115,-0.39,-0.23,-0.18,-0.21,-0.29,-12.0425,-11.43225,-9.6335,-9.5605,-8.90975,-8.05725,-6.557,-6.23475,-13.1095,-11.786,-7.485,-7.498,-6.08875,-4.16225,-11.138,-10.86025,-10.0875,-9.781,-8.192,-7.9805,-6.78575,-5.63775,-4.607,-12.572,-11.6495,-10.737,-10.0745,-9.48775,-8.63125,-7.091,-6.6205,-14.42075,-12.93575,-11.653,-10.57,-9.98525,-8.146,-6.791,-5.756,-9.5295,-8.825,-4.45175
1,8.25,424.4315,0.48425,414.561,0.401,2016.5935,424.4315,0.45225,414.291,0.392,2017.543,423.941,0.525,414.28925,0.386,2015.14325,424.495,0.40725,414.54,0.366,2017.3045,4.674,-23.769,0.098,418.1165,0.549,0.0095,-0.044,-0.02725,-0.38625,-0.264,0.145,-20.257,-1.43875,0.388,2.605,1.875,-24.07325,-26.89025,-24.305,-25.4215,100.968,76.5475,0.18775,-24.5375,-24.015,-16.955,0.2,-1.955,1,-0.97,168.75,204.95,-45.57,222.95,233.1,-0.06,0.05,-0.11,-0.39,-0.24,-0.18,-0.21,-0.29,-12.005,-11.427,-9.6345,-9.54,-8.9145,-8.0655,-6.569,-6.2455,-13.095,-11.765,-7.4855,-7.5,-6.1355,-4.179,-11.1005,-10.834,-10.097,-9.788,-8.201,-7.9895,-6.814,-5.641,-4.61775,-12.5565,-11.646,-10.7205,-10.07475,-9.494,-8.6325,-7.093,-6.62225,-14.35,-12.9155,-11.6595,-10.58,-9.9915,-8.1595,-6.7945,-5.7645,-9.5055,-8.801,-4.44475
1,8.75,424.514,0.491,414.58,0.413,2014.1805,424.621,0.462,414.35125,0.42075,2015.057,424.4015,0.50625,414.41325,0.39025,2015.673,424.667,0.41725,414.747,0.337,2016.5055,4.373,-23.9995,0.087,418.40825,0.54125,0.012,-0.0375,0.0025,-0.344,-0.232,0.143,-22.86475,-1.53575,0.3795,2.675,1.83,-24.234,-26.80275,-24.3015,-25.11,100.918,76.7425,0.189,-24.5325,-24.27,-16.89,0.2,-2.05,0.9,-0.95,167.1,204.9,-46.05,223,232.8,-0.06,0.05,-0.1125,-0.39,-0.24,-0.19,-0.21,-0.29,-12.04775,-11.43725,-9.635,-9.566,-8.91125,-8.06,-6.563,-6.2405,-13.119,-11.78,-7.4865,-7.502,-6.122,-4.16775,-11.13775,-10.865,-10.107,-9.795,-8.21,-7.98425,-6.766,-5.642,-4.596,-12.575,-11.66725,-10.742,-10.075,-9.49,-8.631,-7.091,-6.614,-14.33625,-12.955,-11.658,-10.589,-9.98,-8.14175,-6.77825,-5.761,-9.584,-8.815,-4.4115
1,9.25,424.3575,0.492,414.5395,0.428,2015.5105,424.4125,0.482,414.2985,0.41425,2017.145,424.065,0.49825,414.4585,0.416,2013.22,424.1965,0.406,415.60525,0.371,2016.0675,4.293,-24.205,0.089,418.57,0.546,-0.01425,-0.028,-0.0055,-0.349,-0.24,0.133,-19.29375,-0.997,0.401,2.6175,1.89,-24.16875,-27.1705,-24.544,-25.091,100.92525,76.1275,0.18475,-24.48,-24.4375,-16.86,0.2,-1.8975,1.1,-0.93,165.6,203.4,-45.405,222.7,232.725,-0.06,0.05,-0.11,-0.3875,-0.24,-0.19,-0.21,-0.29,-12.0315,-11.429,-9.62925,-9.55625,-8.909,-8.05025,-6.55275,-6.23425,-13.1665,-11.79625,-7.6325,-7.505,-6.125,-4.1705,-11.15025,-10.88925,-10.24425,-9.8735,-8.23775,-8.00425,-6.84325,-5.6185,-4.5835,-12.619,-11.67625,-10.7795,-10.085,-9.50025,-8.6425,-7.08725,-6.61225,-14.562,-13.02325,-11.68325,-10.598,-10.0005,-8.177,-6.766,-5.739,-9.721,-8.73725,-4.432
1,9.75,424.4,0.496,414.4495,0.39975,2014.882,424.339,0.487,414.3185,0.408,2015.38475,423.8785,0.507,414.479,0.39675,2012.604,424.385,0.455,415.3805,0.3575,2015.421,4.1395,-24.257,0.0895,418.31,0.54725,0.005,-0.037,0.001,-0.33025,-0.20775,0.13375,-22.3765,-1.44075,0.35925,2.5625,2.065,-24.3645,-27.03875,-24.436,-25.1745,100.906,76.51,0.18275,-24.47,-24.295,-16.8225,0.3,-2.0375,1.1,-0.9925,166.05,204.4,-45.0575,222.725,233.15,-0.06,0.05,-0.11,-0.38,-0.24,-0.1825,-0.21,-0.29,-12.048,-11.42175,-9.62975,-9.55825,-8.91,-8.05375,-6.5555,-6.23725,-13.2025,-11.79475,-7.6345,-7.507,-6.1,-4.159,-11.15125,-10.909,-10.24675,-9.8745,-8.249,-8.00825,-6.845,-5.6205,-4.58625,-12.6235,-11.6775,-10.807,-10.086,-9.505,-8.64425,-7.0885,-6.60825,-14.581,-13.0415,-11.68675,-10.6055,-10.00175,-8.18,-6.768,-5.7415,-9.666,-8.74,-4.394
1,10.25,424.6325,0.482,414.272,0.43,2016.668,424.645,0.468,414.34875,0.435,2017.083,424.098,0.513,414.33,0.4525,2013.065,424.6675,0.413,414.702,0.37625,2015.27675,4.37975,-24.28725,0.0895,418.5295,0.5445,-0.056,-0.01875,-0.037,-0.4555,-0.2715,0.13925,-22.1305,-1.543,0.34425,2.465,2.03,-24.44275,-27.02625,-24.334,-25.13325,100.944,76.25,0.185,-24.375,-24.13,-16.9375,0.3,-1.9525,0.9,-0.9925,167.825,204.45,-45.9375,222.45,232.95,-0.05,0.06,-0.11,-0.38,-0.23,-0.19,-0.2,-0.29,-12.0145,-11.416,-9.63025,-9.5295,-8.9045,-8.02575,-6.5475,-6.236,-13.243,-11.833,-7.6365,-7.509,-6.022,-4.132,-11.13475,-10.8575,-10.249,-9.87425,-8.25925,-7.9905,-6.80025,-5.5715,-4.557,-12.60775,-11.66825,-10.747,-10.086,-9.49225,-8.638,-7.08025,-6.6075,-14.64275,-13.06925,-11.68475,-10.61425,-9.99025,-8.155,-6.743,-5.718,-9.54075,-8.7145,-4.398
1,10.75,424.4985,0.502,414.21975,0.4185,2014.3895,424.69975,0.4665,414.351,0.416,2016.79175,423.9915,0.501,414.2545,0.407,2013.177,424.35125,0.405,414.621,0.387,2014.815,4.428,-24.0095,0.10025,418.531,0.5345,-0.01225,-0.041,-0.0185,-0.48775,-0.249,0.14125,-20.623,-1.1535,0.3315,2.56,2,-24.405,-27.21725,-24.0015,-25.522,100.9195,76.2,0.186,-24.635,-24.085,-16.905,0.3,-1.975,1.05,-0.875,167.45,204.75,-45.97,222.6,233.3,-0.01,0.105,-0.08,-0.27,-0.115,-0.19,-0.2,-0.29,-12.028,-11.412,-9.638,-9.5465,-8.9085,-8.0445,-6.556,-6.2405,-13.232,-11.8135,-7.4875,-7.511,-6.026,-4.1205,-11.121,-10.833,-10.125,-9.8215,-8.245,-7.953,-6.78175,-5.599,-4.5755,-12.5975,-11.668,-10.728,-10.07725,-9.4655,-8.6105,-7.088,-6.6135,-14.5515,-13.0555,-11.639,-10.607,-9.9855,-8.13675,-6.7585,-5.73325,-9.414,-8.57,-4.274
