DOY2,HR2,CO2_1_1_2,H2O_1_1_2,CO2_1_1_3,H2O_1_1_3,CH4_1_1_1,CO2_1_2_2,H2O_1_2_2,CO2_1_2_3,H2O_1_2_3,CH4_1_2_1,CO2_1_3_2,H2O_1_3_2,CO2_1_3_3,H2O_1_3_3,CH4_1_3_1,CO2_1_4_2,H2O_1_4_2,CO2_1_4_3,H2O_1_4_3,CH4_1_4_1,CO2_1_5_2,H2O_1_5_2,CO2_1_5_3,H2O_1_5_3,CH4_1_5_1,CO2_1_6_2,H2O_1_6_2,CO2_1_6_3,H2O_1_6_3,CH4_1_6_1,WS_1_1_1,T_SONIC,T_SONIC_SIGMA,CO2_1_1_1,H2O_1_1_1,FC,SC,NEE,LE,SLE,USTAR,H,SH,V_SIGMA,WS_1_2_1,WS_1_3_1,WS_1_4_1,WS_1_5_1,WS_1_6_1,TA_1_1_1,TA_1_1_2,TA_1_2_1,TA_1_3_1,TA_1_4_1,TA_1_5_1,TA_1_6_1,PA,RH,VPD,T_CANOPY_1_1_1,T_CANOPY_1_2_1,T_CANOPY_1_3_1,T_CANOPY_1_4_1,T_CANOPY_2_4_1,SW_DIF,SW_IN_1_1_1,SW_IN_1_1_2,SW_OUT,LW_IN,LW_OUT,NETRAD,LW_BC_IN,LW_BC_OUT,PPFD_IN_1_1_1,PPFD_IN_1_2_1,PPFD_IN_1_3_1,PPFD_IN_1_4_1,PPFD_IN_1_5_1,PPFD_IN_1_6_1,PPFD_OUT,PPFD_BC_IN_1_1_1,PPFD_BC_IN_3_1_1,PPFD_BC_IN_5_1_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_1_7_1,TS_1_8_1,TS_1_9_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_2_6_1,TS_2_7_1,TS_2_8_1,TS_2_9_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_3_6_1,TS_3_7_1,TS_3_8_1,TS_4_1_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_4_5_1,TS_4_6_1,TS_4_7_1,TS_4_8_1,TS_4_9_1,TS_5_1_1,TS_5_2_1,TS_5_3_1,TS_5_4_1,TS_5_5_1,TS_5_6_1,TS_5_7_1,TS_5_8_1,TS_5_9_1,G_1_1_1,G_3_1_1
1,5.25,427.5435,4.203,427.172,4.573,2092.955,427.4005,4.204,426.333,4.565,2088.889,427.347,4.2185,423.582,4.57,2092.261,427.128,4.061,427.148,4.779,2095.8555,428.32,4.207,427.482,4.48,2091.348,429.174,4.215,428.025,4.668,2088.9415,3.865,-1.746,0.1535,425.346,4.3565,0.647,0.051,0.665,0.493,-0.5305,0.411,-15.854,-3.638,0.705,2.95,2.36,1.01,0.7,0.25,-1.693,-1.8315,-1.636,-1.6155,-1.747,-1.923,-2.652,98.078,77.11,0.914,-1.16,-1.19,-1.04,-1.02,-0.91,0.2,-2.2,1,0.16,263.7,305.8,-40.075,292.8,305.6,0.12,-0.03,0.245,0.01,0.21,0.16,0.25,0.06,-0.09,-0.11,1.103,1.958,3.367,4.496,4.907,4.904,6.5205,7.3705,8.057,1.5485,1.812,3.836,5,6,6.636,7.398,8.858,11.1975,1.982,2.725,3.95,4.682,5.095,5.803,6.141,6.594,1.177,1.797,2.738,4.422,4.3785,5.594,6.936,8.441,10.775,0.991,1.811,3.228,3.908,4.361,5.661,7.02,8.139,9.794,-11.5825,-11.181
1,5.75,427.844,4.094,426.3165,4.5585,2070.184,427.8155,4.079,427.378,4.94,2074.214,427.497,4.089,425.359,4.946,2100.965,427.624,3.9755,428.694,5.015,2104.233,428.1155,4.017,425.144,4.339,2092.062,429.039,4.0905,428.0575,4.329,2095.648,3.967,-1.897,0.1515,425.383,4.288,0.523,0.045,0.6675,0.58,-0.57,0.3865,-15.047,-3.4295,0.6865,2.975,2.39,1,0.725,0.26,-1.768,-1.937,-1.7455,-1.784,-2.042,-2.055,-3.042,98.084,77.55,0.947,-1.3,-1.47,-1.16,-1.08,-1.06,0.1,-2.3,0.9,0.16,261.2,305.2,-39.74,290,305.4,0.12,-0.03,0.24,0.01,0.22,0.16,0.24,0.06,-0.09,-0.11,1.112,1.937,3.34,4.484,4.9055,4.901,6.519,7.371,8.061,1.546,1.764,3.829,5.0015,6.0105,6.6505,7.398,8.859,11.1965,1.927,2.668,3.919,4.705,5.113,5.8075,6.14,6.591,1.15,1.772,2.731,4.4275,4.3755,5.5955,6.934,8.438,10.7555,1,1.805,3.204,3.898,4.358,5.66,7.023,8.1445,9.7775,-11.643,-11.174
1,6.25,427.74,4.054,427.0035,4.48,2078.357,428.073,4.03,426.9265,4.605,2081.766,427.9675,4.082,424.3645,4.474,2084.836,427.5655,3.988,427.5625,4.747,2077.789,428.1,4.0935,427.307,4.2815,2083.6065,428.656,4.21,428.284,4.372,2102.7725,3.864,-1.949,0.154,425.3225,4.3,0.462,0.112,0.54,0.408,-0.182,0.386,-15.557,-2.814,0.707,3.02,2.4,0.98,0.7,0.27,-1.8905,-2.176,-1.822,-1.8565,-2.257,-2.276,-3.033,98.1065,77.79,0.8835,-1.39,-1.505,-1.37,-1.32,-1.14,0.25,-2.24,1,0.15,261.5,304.05,-42.065,289,305.5,0.12,-0.03,0.24,0.01,0.22,0.16,0.24,0.06,-0.09,-0.11,1.0685,1.918,3.3435,4.478,4.9005,4.898,6.521,7.372,8.061,1.517,1.692,3.805,4.9955,6.018,6.6515,7.4065,8.856,11.1955,1.8435,2.6075,3.916,4.707,5.1115,5.802,6.1355,6.588,1.103,1.7605,2.739,4.4275,4.377,5.5925,6.939,8.437,10.754,1.0265,1.768,3.1885,3.893,4.36,5.66,7.023,8.148,9.776,-11.976,-11.791
1,6.75,427.596,4.0445,426.801,4.552,2080.2125,428.094,4.056,426.702,4.454,2081.744,428.2155,4.089,426.3695,4.3645,2091.918,428.219,4.025,428.635,4.718,2083.588,428.096,4.101,426.882,4.135,2085.792,429.146,4.153,428.791,4.5425,2093.105,3.8995,-1.982,0.1635,425.583,4.251,0.618,0.114,0.6255,-0.4605,-0.344,0.3695,-19.538,-2.686,0.7225,3.025,2.385,1.04,0.72,0.29,-1.984,-2.427,-1.97,-2.025,-2.26,-2.335,-3.1055,98.125,78.97,0.8375,-1.56,-1.62,-1.54,-1.4,-1.21,0.3,-2.22,1.1,0.13,256.8,303.6,-44.77,288.95,304.85,0.12,-0.03,0.25,0.01,0.21,0.16,0.24,0.06,-0.09,-0.11,1.048,1.898,3.338,4.466,4.891,4.949,6.5225,7.385,8.0685,1.416,1.675,3.78,4.99,6.011,6.651,7.4045,8.876,11.217,1.82,2.634,3.912,4.7015,5.109,5.7965,6.141,6.5905,1.0205,1.724,2.729,4.4245,4.3955,5.5885,6.948,8.4355,10.7325,0.988,1.726,3.1705,3.8915,4.357,5.6605,7.023,8.146,9.775,-12.301,-11.8755
1,7.25,427.627,4.119,427.15,4.505,2084.471,427.539,4.1255,427.249,4.634,2081.177,427.942,4.1085,423.8615,4.729,2082.877,428.154,4.017,427.714,4.7305,2081.5,428.13,4.074,427.455,4.0905,2083.573,428.875,4.1175,427.681,4.266,2090.6185,3.9295,-2.0435,0.159,425.709,4.137,0.589,0.0215,0.653,-0.363,-0.1425,0.3885,-18.785,-1.722,0.728,3.045,2.43,1.1,0.75,0.28,-2.112,-2.522,-2.059,-2.041,-2.399,-2.4685,-3.097,98.139,78.845,0.838,-1.305,-1.645,-1.25,-1.48,-1.105,0.5,-1.44,1.5,0.205,260.6,303.65,-39.2,289.1,304.9,0.8,0.695,0.83,0.43,0.55,0.43,0.33,0.28,0.07,0.11,1.029,1.877,3.299,4.4345,4.884,4.8765,6.51,7.375,8.062,1.392,1.659,3.763,4.956,5.985,6.65,7.3815,8.85,11.216,1.805,2.6175,3.902,4.682,5.103,5.791,6.139,6.583,0.997,1.677,2.71,4.413,4.391,5.584,6.942,8.4345,10.751,0.981,1.693,3.128,3.881,4.352,5.653,7.023,8.136,9.791,-12.148,-11.74
1,7.75,427.629,4.085,427.113,4.77,2078.559,428.345,4.091,428.211,4.7305,2082.373,428.006,4.0635,426.693,4.728,2093.812,427.94,4.066,428.716,4.802,2094.333,428.419,4.078,426.5945,4.7085,2097.665,429.506,4.105,429.163,4.84,2097.453,3.905,-2.08,0.145,425.8375,4.061,0.65,-0.002,0.5815,-0.373,0.277,0.367,-16.681,0.5415,0.704,2.99,2.41,1.06,0.74,0.28,-2.206,-2.4665,-2.072,-2.15,-2.5435,-2.543,-3.191,98.1835,80.015,0.8035,-1.22,-1.42,-1.455,-1.21,-0.92,6.55,7.74,8.35,2.03,258.8,303.75,-28.01,289.2,306,19.61,19.43,16.94,11.87,9.35,8.095,2.77,6.1,5.25,4.745,0.9885,1.874,3.219,4.421,4.876,4.937,6.5115,7.377,8.061,1.401,1.648,3.736,4.953,5.982,6.646,7.3795,8.855,11.216,1.7535,2.5915,3.877,4.6555,5.093,5.786,6.13,6.58,0.944,1.653,2.695,4.379,4.3745,5.581,6.932,8.433,10.73,0.9595,1.653,3.096,3.857,4.3395,5.654,7.023,8.135,9.7955,-12.252,-11.7225
1,8.25,427.607,4.2055,426.7055,4.461,2087,427.773,4.1985,426.261,4.594,2077.302,428.017,4.186,424.8015,4.8045,2069.7245,427.3365,4.157,427.5595,4.882,2083.205,427.944,4.3005,426.985,4.434,2088.601,429.3995,4.2125,428.0735,4.362,2100.667,3.845,-2.219,0.136,425.47,4.262,0.6945,0.07,0.6905,1.1195,1.475,0.393,-10.704,4.95,0.702,2.99,2.435,1.06,0.76,0.3,-2.126,-2.349,-1.9985,-1.962,-2.229,-2.043,-2.84,98.209,79.68,0.86,-0.69,-0.83,-0.74,-0.66,-0.24,24,47.67,42.3,7.92,256.5,305.8,1.28,290.3,307.8,84.84,85.91,74.92,50.16,34.91,31.7,12.3,24.05,21.21,19.12,0.9875,1.8725,3.254,4.413,4.868,4.931,6.5125,7.3795,8.061,1.42,1.5995,3.706,4.9465,5.955,6.6,7.3785,8.8705,11.215,1.76,2.563,3.851,4.642,5.0795,5.7825,6.1225,6.5855,0.952,1.6215,2.6855,4.369,4.3725,5.5775,6.93,8.4315,10.728,0.9315,1.6515,3.0995,3.8565,4.3365,5.654,7.025,8.1245,9.7705,-12.5265,-12.162
1,8.75,427.873,4.184,427.329,4.699,2083.484,428.298,4.201,427.3695,4.9415,2093.8585,428.718,4.239,426.455,4.573,2100.864,428.33,4.201,427.327,4.899,2083.3335,428.024,4.238,425.819,4.7065,2076.7205,429.195,4.348,429.159,4.876,2079.9285,3.791,-2.0295,0.165,425.9745,4.364,0.9575,-0.114,0.9105,4.585,2.486,0.441,6.334,8.911,0.7665,3.04,2.42,1.13,0.84,0.32,-1.897,-2.067,-1.815,-1.752,-1.814,-1.619,-1.926,98.207,79.19,0.878,0.05,-0.04,0.345,0.3,0.74,40.5,103.34,87.3,17.63,259,307.7,35.8,293.1,312.6,178.97,172.65,150.14,100.07,67.635,57.45,27.57,48.95,45.88,37.77,1.0615,1.887,3.241,4.416,4.865,4.925,6.5285,7.38,8.0605,1.463,1.617,3.701,4.962,5.974,6.653,7.398,8.8695,11.19,1.838,2.548,3.8615,4.643,5.073,5.786,6.1205,6.58,1.0705,1.671,2.691,4.39,4.376,5.5855,6.931,8.428,10.7265,0.9795,1.681,3.0935,3.8655,4.342,5.656,7.029,8.1225,9.769,-11.947,-11.781
1,9.25,428.3015,4.243,426.538,4.677,2074.245,428.161,4.245,425.8755,4.7765,2075.8335,428.3245,4.233,424.909,4.8995,2084,428.85,4.214,428.066,5.151,2097.2255,427.7455,4.306,426.984,4.366,2094.372,428.8215,4.424,427.41,4.5045,2090.82,3.7745,-1.745,0.2035,425.694,4.431,0.9505,-0.102,0.707,8.4745,2.4345,0.498,26.979,11.5145,0.8735,3.08,2.565,1.26,0.9,0.36,-1.65,-1.691,-1.386,-1.303,-1.426,-1.181,-1.17,98.1985,77.29,1.019,0.93,0.79,1.02,1.01,1.75,61.3,154.43,141.2,27.59,262.8,311.3,81.96,295.3,318.3,295.79,289.18,258.46,153.185,127.605,108.835,39.84,81.92,70.22,62.5,1.1675,1.916,3.246,4.418,4.858,4.8595,6.5275,7.3755,8.0605,1.551,1.6535,3.698,4.974,5.971,6.636,7.394,8.844,11.189,1.983,2.627,3.827,4.616,5.069,5.7845,6.12,6.5835,1.145,1.7615,2.696,4.378,4.381,5.575,6.925,8.427,10.7475,0.993,1.746,3.1315,3.847,4.338,5.652,7.027,8.12,9.7905,-11.354,-11.621
1,9.75,428.241,4.288,426.89,4.571,2069.79,427.715,4.2975,427.752,4.7865,2072.361,427.968,4.307,424.492,4.823,2083.8505,428.3095,4.313,426.957,4.902,2078.7,428.07,4.424,426.953,4.5,2075.786,428.3045,4.527,427.24,4.736,2075.607,3.735,-1.482,0.253,425.807,4.466,1.125,-0.201,0.72,14.1045,1.693,0.515,67.155,12.11,0.91,3.175,2.6,1.35,0.98,0.4,-1.407,-1.524,-1,-0.8825,-1.0965,-0.6755,-0.7485,98.215,74.64,1.1455,1.73,1.585,1.54,1.74,2.315,75.3,219.155,209.05,35.07,263.15,315.2,128.39,301.4,322.35,412.79,426.24,356.58,235.99,182.95,162.93,51.91,126.58,108.38,71.67,1.362,2.005,3.247,4.42,4.8505,4.876,6.525,7.377,8.06,1.6105,1.7245,3.731,4.989,5.966,6.6505,7.3955,8.8675,11.212,2.085,2.737,3.811,4.6165,5.068,5.777,6.12,6.585,1.307,1.84,2.709,4.3875,4.3795,5.588,6.9225,8.417,10.747,1.092,1.792,3.117,3.853,4.3345,5.6555,7.029,8.118,9.766,-11.816,-11.481
